patch_id,scene_class,region_id,patch_execution_status,metric_cache_read_s,esri_patch_cache_status,esri_patch_load_s,synthetic_build_s,spectral_analysis_s,checkpoint_write_s,patch_wall_s,peak_gpu_memory_mib,operator_nnz_total,healpix_cells_max,rss_start_mib,rss_end_mib,cleanup_s,peak_rss_mib,rss_after_cleanup_mib,run_sequence,benchmark_included
urban__sydney__r2c1,urban,sydney,computed,0.0,zarr_hit,0.030532458797097206,1.0646503400057554,0.008619064930826426,0.033244225196540356,10.71484397072345,1021.39453125,5177344.0,173459,18856.49609375,18856.49609375,0.1358186206780374,18856.49609375,18856.4921875,44,True
urban__sydney__r2c2,urban,sydney,computed,0.0,zarr_hit,0.027791356667876244,1.0669897217303514,0.008492875378578901,0.046158413868397474,10.612143154256046,1021.3984375,5177344.0,173471,18856.49609375,18856.49609375,0.13423461001366377,18856.49609375,18856.4921875,45,True
urban__mexico_city__r0c0,urban,mexico_city,computed,0.0,zarr_hit,0.030668897088617086,1.1104005314409733,0.00858240481466055,0.040008786134421825,11.023425585124642,1021.43896484375,5177344.0,174201,18856.49609375,18856.50390625,0.13884864887222648,18856.50390625,18856.5,46,True
urban__mexico_city__r0c1,urban,mexico_city,computed,0.0,zarr_hit,0.03365453239530325,1.0978849371895194,0.008754400070756674,0.024138557724654675,11.088300248142332,1021.4384765625,5177344.0,174054,18856.50390625,18856.93359375,0.13571640709415078,18856.93359375,18856.9296875,47,True
urban__mexico_city__r0c2,urban,mexico_city,computed,0.0,zarr_hit,0.022694382816553116,1.0851216330192983,0.008896310348063707,0.04140871809795499,11.24380360217765,1021.43701171875,5177344.0,173820,18856.93359375,18856.93359375,0.16027380898594856,18856.93359375,18856.9296875,48,True
urban__mexico_city__r1c0,urban,mexico_city,computed,0.0,zarr_hit,0.02893768809735775,1.0946814301423728,0.008538662921637297,0.026243335101753473,10.88042648555711,1021.43896484375,5177344.0,174173,18856.93359375,18856.93359375,0.1384820556268096,18856.93359375,18856.9296875,49,True
urban__mexico_city__r1c1,urban,mexico_city,computed,0.0,zarr_hit,0.02785370498895645,1.1062647579237819,0.008575162384659052,0.03376038232818246,11.015877148136497,1021.439453125,5177344.0,174156,18856.93359375,18856.9375,0.14111714577302337,18856.9375,18856.93359375,50,True
urban__mexico_city__r1c2,urban,mexico_city,computed,0.0,zarr_hit,0.02896985923871398,1.0942586492747068,0.008500580210238695,0.023282717913389206,10.77956771850586,1021.43798828125,5177344.0,173998,18856.9375,18856.9375,0.1408096943050623,18856.9375,18856.93359375,51,True
urban__mexico_city__r2c0,urban,mexico_city,computed,0.0,zarr_hit,0.0350697822868824,1.0950832101516426,0.008500048890709877,0.014478432014584541,10.877588160336018,1021.4384765625,5177344.0,173990,18856.9375,18857.0546875,0.13803586130961776,18857.0546875,18857.05078125,52,True
urban__mexico_city__r2c1,urban,mexico_city,computed,0.0,zarr_hit,0.025698361918330193,1.089693171903491,0.008609337266534567,0.017332248389720917,11.006324655842036,1021.43701171875,5177344.0,173839,18857.0546875,18857.0546875,0.1614967449568212,18857.0546875,18857.05078125,53,True
urban__mexico_city__r2c2,urban,mexico_city,computed,0.0,zarr_hit,0.027196410112082958,1.0938435620628297,0.008896260056644678,0.029604020062834024,11.302201357204467,1021.4384765625,5177344.0,174048,18857.0546875,18857.0546875,0.14250522525981069,18857.0546875,18857.05078125,54,True
urban__tokyo__r0c0,urban,tokyo,computed,0.0,zarr_hit,0.02561378199607134,1.0616134679876268,0.008408456109464169,0.02692224131897092,10.397271097637713,1021.3974609375,5177344.0,173440,18857.0546875,18857.0546875,0.1380633730441332,18857.0546875,18857.05078125,55,True
urban__tokyo__r0c1,urban,tokyo,computed,0.0,zarr_hit,0.019362703897058964,1.0775608229450881,0.008370042312890291,0.02101193694397807,10.235294031910598,1021.39453125,5177344.0,173449,18857.0546875,18857.0546875,0.13884489191696048,18857.0546875,18857.05078125,56,True
urban__tokyo__r0c2,urban,tokyo,computed,0.0,zarr_hit,0.03588387416675687,1.0696547692641616,0.008450075052678585,0.04001610120758414,10.28567874059081,1021.39794921875,5177344.0,173460,18857.0546875,18857.0546875,0.13862390397116542,18857.0546875,18857.05078125,57,True
urban__tokyo__r1c0,urban,tokyo,computed,0.0,zarr_hit,0.034982135985046625,1.0800917763262987,0.009156612679362297,0.02825824124738574,10.210087190847844,1021.39794921875,5177344.0,173436,18857.0546875,18857.0546875,0.16337401093915105,18857.0546875,18857.05078125,58,True
urban__tokyo__r1c1,urban,tokyo,computed,0.0,zarr_hit,0.027124122716486454,1.060295030940324,0.00842629885300994,0.023409106768667698,10.224379210267216,1021.39453125,5177344.0,173445,18857.0546875,18857.0546875,0.13608258124440908,18857.0546875,18857.05078125,59,True
urban__tokyo__r1c2,urban,tokyo,computed,0.0,zarr_hit,0.028451578225940466,1.0966119761578739,0.008372467942535877,0.04347263742238283,10.324140167795122,1021.3984375,5177344.0,173453,18857.0546875,18857.0546875,0.13913006288930774,18857.0546875,18857.05078125,60,True
urban__tokyo__r2c0,urban,tokyo,computed,0.0,zarr_hit,0.022239130921661854,1.0609818021766841,0.008639572653919458,0.02273458894342184,10.017091415822506,1021.39794921875,5177344.0,173443,18857.0546875,18857.0546875,0.13905831705778837,18857.0546875,18857.05078125,61,True
urban__tokyo__r2c1,urban,tokyo,computed,0.0,zarr_hit,0.025013785809278488,1.060163312125951,0.00845312001183629,0.014859534334391356,9.972989186644554,1021.39794921875,5177344.0,173447,18857.0546875,18857.0625,0.1423305650241673,18857.0625,18857.05859375,62,True
urban__tokyo__r2c2,urban,tokyo,computed,0.0,zarr_hit,0.01839466020464897,1.054749638773501,0.009121425915509462,0.01922402111813426,10.007596302777529,1021.3984375,5177344.0,173454,18857.0625,18857.57421875,0.16303502907976508,18857.57421875,18857.5703125,63,True
urban__montreal__r0c0,urban,montreal,computed,0.0,zarr_hit,0.02916488889604807,1.0800522421486676,0.008495260030031204,0.041232635267078876,9.764641525689512,1021.37841796875,5177344.0,173065,18857.57421875,18857.70703125,0.1399437040090561,18857.70703125,18857.703125,64,True
urban__montreal__r0c1,urban,montreal,computed,0.0,zarr_hit,0.03753676498308778,1.087123875040561,0.008497674949467182,0.02609361195936799,9.767724514007568,1021.37841796875,5177344.0,173059,18857.70703125,18857.859375,0.13998704496771097,18857.859375,18857.85546875,65,True
urban__montreal__r0c2,urban,montreal,computed,0.0,zarr_hit,0.026121264323592186,1.0997087811119854,0.008535826578736305,0.026965823024511337,9.644582563079894,1021.37841796875,5177344.0,173058,18857.859375,18858.0390625,0.14294383581727743,18858.0390625,18858.03515625,66,True
urban__montreal__r1c0,urban,montreal,computed,0.0,zarr_hit,0.030188607051968575,1.07348503312096,0.008600750006735325,0.017965767066925764,9.572691903449595,1021.3818359375,5177344.0,173070,18858.0390625,18858.16015625,0.14049219340085983,18858.16015625,18858.15625,67,True
urban__montreal__r1c1,urban,montreal,computed,0.0,zarr_hit,0.023101474158465862,1.0714184693060815,0.008790219202637672,0.026183342095464468,9.644328603055328,1021.37841796875,5177344.0,173068,18858.16015625,18858.3125,0.13824289292097092,18858.3125,18858.30859375,68,True
urban__montreal__r1c2,urban,montreal,computed,0.0,zarr_hit,0.027621746063232422,1.0759849678725004,0.008893624413758516,0.04176040366292,9.638532855082303,1021.37841796875,5177344.0,173057,18858.3125,18858.43359375,0.16973751271143556,18858.43359375,18858.4296875,69,True
urban__montreal__r2c0,urban,montreal,computed,0.0,zarr_hit,0.05076146312057972,1.1056166803464293,0.008662946987897158,0.022114444989711046,9.723357925191522,1021.37841796875,5177344.0,173060,18858.43359375,18858.59765625,0.1387077127583325,18858.59765625,18858.59375,70,True
urban__montreal__r2c1,urban,montreal,computed,0.0,zarr_hit,0.017695264890789986,1.070537290070206,0.008572165854275227,0.012961228378117085,9.66864660102874,1021.37841796875,5177344.0,173059,18858.59765625,18858.75,0.14265294512733817,18858.75,18858.74609375,71,True
urban__montreal__r2c2,urban,montreal,computed,0.0,zarr_hit,0.01773421885445714,1.067938087042421,0.008660722989588976,0.013369211927056313,9.61459229234606,1021.37841796875,5177344.0,173061,18858.75,18858.90625,0.1408475460484624,18858.90625,18858.90234375,72,True
urban__paris__r0c0,urban,paris,computed,0.0,zarr_hit,0.02340757381170988,1.036856648977846,0.008630667347460985,0.013846905902028084,8.00051215896383,1382.2587890625,5177344.0,172962,18858.90625,18859.51953125,0.14657223783433437,18859.51953125,18859.515625,73,True
urban__paris__r0c1,urban,paris,computed,0.0,zarr_hit,0.022690755780786276,1.0376437702216208,0.009149399120360613,0.05142619088292122,8.028501622844487,1382.2587890625,5177344.0,172947,18859.51953125,18859.51953125,0.16203488502651453,18859.51953125,18859.515625,74,True
urban__paris__r0c2,urban,paris,computed,0.0,zarr_hit,0.027674727141857147,1.0399329662322998,0.0084841288626194,0.04036901891231537,7.970343931112438,1021.38525390625,5177344.0,172948,18859.51953125,18859.5234375,0.14604512974619865,18859.5234375,18859.51953125,75,True
urban__paris__r1c0,urban,paris,computed,0.0,zarr_hit,0.029064166825264692,1.0462307641282678,0.008493626955896616,0.017188183963298798,8.068322852719575,1382.25537109375,5177344.0,172956,18859.5234375,18859.5234375,0.14018996991217136,18859.5234375,18859.51953125,76,True
urban__paris__r1c1,urban,paris,computed,0.0,zarr_hit,0.13325524609535933,1.177154493983835,0.008402965031564236,0.012246233876794577,8.093603555113077,1021.38525390625,5177344.0,172956,18859.5234375,18859.52734375,0.14211060805246234,18859.52734375,18859.5234375,77,True
urban__paris__r1c2,urban,paris,computed,0.0,zarr_hit,0.017581318970769644,1.0335361901670694,0.008490379899740219,0.02649005176499486,8.026740886736661,1382.25537109375,5177344.0,172944,18859.52734375,18859.52734375,0.13857090333476663,18859.52734375,18859.5234375,78,True
urban__paris__r2c0,urban,paris,computed,0.0,zarr_hit,0.018462568055838346,1.0354846296831965,0.00865187682211399,0.02122592180967331,7.956394409760833,1382.2587890625,5177344.0,172958,18859.52734375,18860.515625,0.15813161106780171,18860.515625,18860.51171875,79,True
urban__paris__r2c1,urban,paris,computed,0.0,zarr_hit,0.021909395698457956,1.0349996220320463,0.008545415010303259,0.03469940088689327,8.038775151129812,1382.2587890625,5177344.0,172941,18860.515625,18860.515625,0.14260453404858708,18860.515625,18860.51171875,80,True
urban__paris__r2c2,urban,paris,computed,0.0,zarr_hit,0.0226352009922266,1.052894223947078,0.008372718002647161,0.025252077262848616,8.123153090942651,1021.3818359375,5177344.0,172942,18860.515625,18860.51953125,0.1426038620993495,18860.51953125,18860.515625,81,True
urban__reykjavik__r0c0,urban,reykjavik,computed,0.0,zarr_hit,0.028854770585894585,1.124567504040897,0.008444462902843952,0.02951953001320362,9.308971324004233,1021.3232421875,5177344.0,172425,18860.51953125,18860.52734375,0.1433296357281506,18860.52734375,18860.5234375,82,True
urban__reykjavik__r0c1,urban,reykjavik,computed,0.0,zarr_hit,0.02486166777089238,1.1164340791292489,0.008502352982759476,0.03606101963669062,9.249652496073395,1021.3232421875,5177344.0,172418,18860.52734375,18860.53125,0.14547575218603015,18860.53125,18860.52734375,83,True
urban__reykjavik__r0c2,urban,reykjavik,computed,0.0,zarr_hit,0.02723136590793729,1.1190140661783516,0.008678937796503305,0.023973637260496616,9.293735338840634,1021.3232421875,5177344.0,172425,18860.53125,18861.51953125,0.14596782391890883,18861.51953125,18861.515625,84,True
urban__reykjavik__r1c0,urban,reykjavik,computed,0.0,zarr_hit,0.02405898692086339,1.122839791700244,0.008446868974715471,0.024485915899276733,9.222057259641588,1021.3232421875,5177344.0,172419,18861.51953125,18861.52734375,0.14621343882754445,18861.52734375,18861.5234375,85,True
urban__reykjavik__r1c1,urban,reykjavik,computed,0.0,zarr_hit,0.02964589884504676,1.1250153817236423,0.00873546488583088,0.021333445329219103,9.191415002569556,1021.3193359375,5177344.0,172416,18861.52734375,18861.53125,0.14655599696561694,18861.53125,18861.52734375,86,True
urban__reykjavik__r1c2,urban,reykjavik,computed,0.0,zarr_hit,0.02668204577639699,1.1184806753881276,0.008517021778970957,0.019144610036164522,9.23843860719353,1021.3232421875,5177344.0,172421,18861.53125,18862.3984375,0.14492196310311556,18862.3984375,18862.39453125,87,True
urban__reykjavik__r2c0,urban,reykjavik,computed,0.0,zarr_hit,0.026884859893471003,1.1191105376929045,0.008572916965931654,0.01374582527205348,9.195002608932555,1021.31982421875,5177344.0,172420,18862.3984375,18862.52734375,0.14737815503031015,18862.52734375,18862.5234375,88,True
urban__reykjavik__r2c1,urban,reykjavik,computed,0.0,zarr_hit,0.02413269691169262,1.1209176410920918,0.00843604700639844,0.04183963360264897,9.296543505974114,1021.31982421875,5177344.0,172425,18862.52734375,18862.53515625,0.15028647193685174,18862.53515625,18862.53125,89,True
urban__reykjavik__r2c2,urban,reykjavik,computed,0.0,zarr_hit,0.027246125042438507,1.1197070078924298,0.008593455888330936,0.033269232138991356,9.848957359790802,1021.32275390625,5177344.0,172414,18862.53515625,18862.55078125,0.14586944691836834,18862.55078125,18862.546875,90,True
water__lake_victoria__r0c0,water,lake_victoria,computed,0.0,zarr_hit,0.018651024904102087,1.0275624059140682,0.008429805748164654,0.03231652686372399,8.684068135917187,1021.458984375,5177344.0,174287,18862.55078125,18863.3359375,0.1508397306315601,18863.3359375,18863.33203125,91,True
water__lake_victoria__r0c1,water,lake_victoria,computed,0.0,zarr_hit,0.024022027384489775,1.0346169169060886,0.008482145145535469,0.026779820676892996,8.705182107631117,1021.46044921875,5177344.0,173974,18863.3359375,18864.27734375,0.15661051124334335,18864.27734375,18864.2734375,92,True
water__lake_victoria__r0c2,water,lake_victoria,computed,0.0,zarr_hit,0.028809695970267057,1.0427958779036999,0.008618824183940887,0.01520776329562068,8.705952425021678,1021.4599609375,5177344.0,173974,18864.27734375,18864.4609375,0.15048130229115486,18864.4609375,18864.45703125,93,True
water__lake_victoria__r1c0,water,lake_victoria,computed,0.0,zarr_hit,0.024704570416361094,1.6462391312234104,0.008497565053403378,0.023510428611189127,9.492634774185717,1021.46044921875,5177344.0,174556,18864.4609375,18864.4609375,0.14766016928479075,18864.4609375,18864.45703125,94,True
water__lake_victoria__r1c1,water,lake_victoria,computed,0.0,zarr_hit,0.03445863490924239,1.0474000591784716,0.008601531852036715,0.0348771377466619,9.111961006186903,1021.4619140625,5177344.0,174240,18864.4609375,18864.46484375,0.14554303791373968,18864.46484375,18864.4609375,95,True
water__lake_victoria__r1c2,water,lake_victoria,computed,0.0,zarr_hit,0.020479158032685518,1.0326244342140853,0.0084092877805233,0.02715854812413454,8.41812547063455,1021.4619140625,5177344.0,174240,18864.46484375,18864.55859375,0.15258625894784927,18864.55859375,18864.5546875,96,True
water__lake_victoria__r2c0,water,lake_victoria,computed,0.0,zarr_hit,0.021136943250894547,1.3113305740989745,0.008478458039462566,0.019552481826394796,9.038396746851504,1021.46044921875,5177344.0,174555,18864.55859375,18865.2421875,0.1490801889449358,18865.2421875,18865.23828125,97,True
water__lake_victoria__r2c1,water,lake_victoria,computed,0.0,zarr_hit,0.018088859971612692,1.03146040905267,0.00849829614162445,0.027836191933602095,8.595251488499343,1021.46240234375,5177344.0,174241,18865.2421875,18865.41015625,0.14965395536273718,18865.41015625,18865.40625,98,True
water__lake_victoria__r2c2,water,lake_victoria,computed,0.0,zarr_hit,0.1795483250170946,1.1977985040284693,0.008379240054637194,0.016769631765782833,8.85226029297337,1021.4619140625,5177344.0,174241,18865.41015625,18865.5546875,0.14897856581956148,18865.5546875,18865.55078125,99,True
water__lake_titicaca__r0c0,water,lake_titicaca,computed,0.0,zarr_hit,0.029979129787534475,1.0900472630746663,0.008504748344421387,0.01630296790972352,11.48161813383922,1021.44384765625,5177344.0,174089,18865.5546875,18866.63671875,0.15237826481461525,18866.63671875,18866.6328125,100,True
water__lake_titicaca__r0c1,water,lake_titicaca,computed,0.0,zarr_hit,0.02319797733798623,1.234802067745477,0.008479920681566,0.020477553829550743,12.571523377206177,1021.44384765625,5177344.0,174120,18866.63671875,18866.87109375,0.15166082605719566,18866.87109375,18866.8671875,101,True
water__lake_titicaca__r0c2,water,lake_titicaca,computed,0.0,zarr_hit,0.020520174875855446,1.0828477861359715,0.00839758524671197,0.017364939209073782,12.287489934824407,1021.44384765625,5177344.0,174118,18866.87109375,18866.875,0.14751648576930165,18866.875,18866.87109375,102,True
water__lake_titicaca__r1c0,water,lake_titicaca,computed,0.0,zarr_hit,0.02566604083403945,1.0878978711552918,0.008336599916219711,0.031768549233675,11.508270733989775,1021.44384765625,5177344.0,174085,18866.87890625,18866.8828125,0.15012424578890204,18866.8828125,18866.87890625,103,True
water__lake_titicaca__r1c1,water,lake_titicaca,computed,0.0,zarr_hit,0.026266399305313826,1.0942926332354546,0.008380834013223648,0.020364149007946253,11.22807856881991,1021.44384765625,5177344.0,174104,18866.8828125,18866.890625,0.1522508030757308,18866.890625,18866.88671875,104,True
water__lake_titicaca__r1c2,water,lake_titicaca,computed,0.0,zarr_hit,0.0312637728638947,1.094680877868086,0.008505179081112146,0.013527010101824999,11.728716518264264,1021.44384765625,5177344.0,174110,18866.890625,18866.89453125,0.14760056603699923,18866.89453125,18866.890625,105,True
water__lake_titicaca__r2c0,water,lake_titicaca,computed,0.0,zarr_hit,0.03217127174139023,1.0945827621035278,0.008630305994302034,0.03306605666875839,11.713935693725944,1021.447265625,5177344.0,174121,18866.89453125,18867.84375,0.14928201073780656,18867.84375,18867.83984375,106,True
water__lake_titicaca__r2c1,water,lake_titicaca,computed,0.0,zarr_hit,0.028508204966783524,1.0879832031205297,0.008497052825987339,0.022587080020457506,11.34273177292198,1021.44384765625,5177344.0,174133,18867.84375,18867.8828125,0.14912993274629116,18867.8828125,18867.87890625,107,True
water__lake_titicaca__r2c2,water,lake_titicaca,computed,0.0,zarr_hit,0.027624481357634068,1.085184341762215,0.00836753798648715,0.01619258802384138,11.113868123386055,1021.44384765625,5177344.0,174113,18867.8828125,18867.8828125,0.14644031831994653,18867.8828125,18867.87890625,108,True
water__lake_taupo__r0c0,water,lake_taupo,computed,0.0,zarr_hit,0.02209637127816677,1.0540251559577882,0.00839527091011405,0.015512079931795597,8.53715846920386,1021.3935546875,5177344.0,173358,18867.8828125,18867.8828125,0.14678232604637742,18867.8828125,18867.87890625,109,True
water__lake_taupo__r0c1,water,lake_taupo,computed,0.0,zarr_hit,0.02722364105284214,1.058425541035831,0.008544031996279955,0.022187724243849516,8.445426749065518,1021.3935546875,5177344.0,173362,18867.8828125,18867.88671875,0.15377521002665162,18867.88671875,18867.8828125,110,True
water__lake_taupo__r0c2,water,lake_taupo,computed,0.0,zarr_hit,0.027063819114118814,1.0603243969380856,0.008387995883822441,0.03741988306865096,8.590848699677736,1021.39697265625,5177344.0,173363,18867.88671875,18867.88671875,0.1502027348615229,18867.88671875,18867.8828125,111,True
water__lake_taupo__r1c0,water,lake_taupo,computed,0.0,zarr_hit,0.022947481833398342,1.0584939299151301,0.008354603312909603,0.018653228878974915,8.391961344517767,1021.3935546875,5177344.0,173360,18867.88671875,18868.6640625,0.14981575077399611,18868.6640625,18868.66015625,112,True
water__lake_taupo__r1c1,water,lake_taupo,computed,0.0,zarr_hit,0.027035365346819162,1.0593373379670084,0.00834329193457961,0.01603131415322423,8.40534661943093,1021.39697265625,5177344.0,173363,18868.6640625,18868.78515625,0.14364561624825,18868.78515625,18868.78125,113,True
water__lake_taupo__r1c2,water,lake_taupo,computed,0.0,zarr_hit,0.028506170958280563,1.0594552708789706,0.008495059795677662,0.014521283097565174,8.42809738824144,1021.39697265625,5177344.0,173366,18868.78515625,18868.91796875,0.1476208851672709,18868.91796875,18868.9140625,114,True
water__lake_taupo__r2c0,water,lake_taupo,computed,0.0,zarr_hit,0.028992030769586563,1.062905766069889,0.00851819384843111,0.015044984873384237,8.418311774265021,1021.3935546875,5177344.0,173371,18868.91796875,18868.921875,0.149210044182837,18868.921875,18868.91796875,115,True
water__lake_taupo__r2c1,water,lake_taupo,computed,0.0,zarr_hit,0.03252431098371744,1.0649716691114008,0.008362388703972101,0.02400582656264305,8.533415219280869,1021.3935546875,5177344.0,173366,18868.921875,18868.921875,0.15483423601835966,18868.921875,18868.91796875,116,True
water__lake_taupo__r2c2,water,lake_taupo,computed,0.0,zarr_hit,0.02581810997799039,1.0606945981271565,0.008302335161715746,0.017480919137597084,8.507018534000963,1021.3935546875,5177344.0,173360,18868.921875,18868.92578125,0.15285995695739985,18868.92578125,18868.921875,117,True
water__lake_geneva__r0c0,water,lake_geneva,computed,0.0,zarr_hit,0.0396401179023087,1.0734996506944299,0.00849488889798522,0.031577026937156916,8.00711069861427,1021.380859375,5177344.0,172902,18868.92578125,18868.9375,0.15212472528219223,18868.9375,18868.93359375,118,True
water__lake_geneva__r0c1,water,lake_geneva,computed,0.0,zarr_hit,0.038197355810552835,1.0570923648774624,0.008471755776554346,0.030980406794697046,7.992213522084057,1382.2548828125,5177344.0,172893,18868.9375,18871.41015625,0.1450513070449233,18871.41015625,18871.40625,119,True
water__lake_geneva__r0c2,water,lake_geneva,computed,0.0,zarr_hit,0.027032970916479826,1.0478997849859297,0.00842869421467185,0.02431868901476264,7.903404227923602,1382.2548828125,5177344.0,172892,18871.41015625,18871.5859375,0.15478548500686884,18871.5859375,18871.58203125,120,True
water__lake_geneva__r1c0,water,lake_geneva,computed,0.0,zarr_hit,0.032603942323476076,1.0538357980549335,0.008536087349057198,0.02272228617221117,7.844506846275181,1021.384765625,5177344.0,172893,18871.5859375,18871.69921875,0.15393656631931663,18871.69921875,18871.6953125,121,True
water__lake_geneva__r1c1,water,lake_geneva,computed,0.0,zarr_hit,0.02625000709667802,1.041601886972785,0.008428642991930246,0.02082327986136079,7.819016056135297,1021.38134765625,5177344.0,172905,18871.69921875,18871.7109375,0.14832912618294358,18871.7109375,18871.70703125,122,True
water__lake_geneva__r1c2,water,lake_geneva,computed,0.0,zarr_hit,0.027218470815569162,1.046715211123228,0.008513814769685268,0.022257586009800434,7.938389921095222,1021.384765625,5177344.0,172910,18871.7109375,18871.72265625,0.1516815759241581,18871.72265625,18871.71875,123,True
water__lake_geneva__r2c0,water,lake_geneva,computed,0.0,zarr_hit,0.03184296144172549,1.0540191950276494,0.008443381171673536,0.013987992890179157,8.024886204861104,1382.2548828125,5177344.0,172879,18871.72265625,18871.73046875,0.1568887480534613,18871.73046875,18871.7265625,124,True
water__lake_geneva__r2c1,water,lake_geneva,computed,0.0,zarr_hit,0.02694478305056691,1.0463166763074696,0.008515248075127602,0.02646886184811592,8.015113033819944,1382.2548828125,5177344.0,172894,18871.73046875,18872.44140625,0.1546000330708921,18872.44140625,18872.4375,125,True
water__lake_geneva__r2c2,water,lake_geneva,computed,0.0,zarr_hit,0.05453805532306433,1.07522734394297,0.009096099063754082,0.012335673905909061,8.006063774228096,1382.2548828125,5177344.0,172901,18872.44140625,18872.59375,0.15633168211206794,18872.59375,18872.58984375,126,True
water__lake_michigan__r0c0,water,lake_michigan,computed,0.0,zarr_hit,0.02946305274963379,1.070712462067604,0.008527510799467564,0.017747564241290092,11.433566564228386,1382.27783203125,5177344.0,173161,18872.59375,18872.26171875,0.1515872571617365,18873.109375,18872.2578125,127,True
water__lake_michigan__r0c1,water,lake_michigan,computed,0.0,zarr_hit,0.02564860787242651,1.0703557268716395,0.008492333814501762,0.012556462083011866,11.35212476272136,1021.404296875,5177344.0,173175,18872.26171875,18873.23828125,0.15399671997874975,18873.23828125,18873.234375,128,True
water__lake_michigan__r0c2,water,lake_michigan,computed,0.0,zarr_hit,0.02474295301362872,1.0663733440451324,0.00851697102189064,0.044189204927533865,11.465351324528456,1382.2783203125,5177344.0,173181,18873.23828125,18873.2421875,0.15575688378885388,18873.2421875,18873.23828125,129,True
water__lake_michigan__r1c0,water,lake_michigan,computed,0.0,zarr_hit,0.03329035174101591,1.0828655599616468,0.008547719102352858,0.015971229877322912,11.380577962379903,1382.27783203125,5177344.0,173168,18873.2421875,18873.4140625,0.15664359321817756,18873.4140625,18873.41015625,130,True
water__lake_michigan__r1c1,water,lake_michigan,computed,0.0,zarr_hit,0.03417948633432388,1.0814252123236656,0.008597874082624912,0.013562057167291641,11.500533970072865,1021.404296875,5177344.0,173174,18873.4140625,18873.421875,0.1572367469780147,18873.421875,18873.41796875,131,True
water__lake_michigan__r1c2,water,lake_michigan,computed,0.0,zarr_hit,0.03823052905499935,1.0825303751043975,0.00849715294316411,0.015834009740501642,11.367318820208311,1382.27783203125,5177344.0,173173,18873.421875,18873.4296875,0.15762249706313014,18873.4296875,18873.42578125,132,True
water__lake_michigan__r2c0,water,lake_michigan,computed,0.0,zarr_hit,0.051338916178792715,1.0961788860149682,0.008663649205118418,0.017992408014833927,11.391179151833057,1382.27783203125,5177344.0,173172,18873.4296875,18874.15234375,0.16472634160891175,18874.15234375,18874.1484375,133,True
water__lake_michigan__r2c1,water,lake_michigan,computed,0.0,zarr_hit,0.04648758703842759,1.0862040030770004,0.008896781131625175,0.012581498827785254,11.251485461369157,1021.404296875,5177344.0,173166,18874.15234375,18874.26171875,0.14987104572355747,18874.26171875,18874.2578125,134,True
water__lake_michigan__r2c2,water,lake_michigan,computed,0.0,zarr_hit,0.027804942801594734,1.0705565372481942,0.008581442758440971,0.02693964308127761,11.394736990332603,1382.27783203125,5177344.0,173161,18874.26171875,18874.3828125,0.15640739630907774,18874.3828125,18874.37890625,135,True
water__lake_tahoe__r0c0,water,lake_tahoe,computed,0.0,zarr_hit,0.025625424925237894,1.0866065151058137,0.008329587057232857,0.02559116017073393,11.29770611319691,1021.37353515625,5177344.0,173087,18874.3828125,18874.42578125,0.15358757507055998,18874.42578125,18874.421875,136,True
water__lake_tahoe__r0c1,water,lake_tahoe,computed,0.0,zarr_hit,0.02966086706146598,1.0895990338176489,0.008681103121489286,0.025705697014927864,11.33401511842385,1021.3740234375,5177344.0,173097,18874.42578125,18874.4296875,0.1555022862739861,18874.4296875,18874.42578125,137,True
water__lake_tahoe__r0c2,water,lake_tahoe,computed,0.0,zarr_hit,0.028276998084038496,1.0920145213603973,0.008396823890507221,0.022630773950368166,11.329525450244546,1021.3740234375,5177344.0,173105,18874.4296875,18874.43359375,0.15937547199428082,18874.43359375,18874.4296875,138,True
water__lake_tahoe__r1c0,water,lake_tahoe,computed,0.0,zarr_hit,0.02229581866413355,1.088651450816542,0.008836846798658371,0.015248911920934916,11.560035785194486,1021.373046875,5177344.0,173086,18874.43359375,18874.44140625,0.18136690510436893,18874.44140625,18874.4375,139,True
water__lake_tahoe__r1c1,water,lake_tahoe,computed,0.0,zarr_hit,0.02866721712052822,1.0934419850818813,0.008898094296455383,0.01914645405486226,11.55005906894803,1021.3740234375,5177344.0,173093,18874.44140625,18874.4453125,0.15504045179113746,18874.4453125,18874.44140625,140,True
water__lake_tahoe__r1c2,water,lake_tahoe,computed,0.0,zarr_hit,0.029264076612889767,1.1143430420197546,0.008835804648697376,0.016131172887980938,11.567197980824858,1021.3740234375,5177344.0,173107,18874.4453125,18874.453125,0.15583101892843843,18874.453125,18874.44921875,141,True
water__lake_tahoe__r2c0,water,lake_tahoe,computed,0.0,zarr_hit,0.028847587760537863,1.0930087538436055,0.008651726879179478,0.020086584147065878,11.38922166544944,1021.3740234375,5177344.0,173086,18874.453125,18875.28515625,0.1604202608577907,18875.28515625,18875.28125,142,True
water__lake_tahoe__r2c1,water,lake_tahoe,computed,0.0,zarr_hit,0.02614299627020955,1.0908355377614498,0.008577866945415735,0.01990821724757552,11.431825168430805,1021.37744140625,5177344.0,173094,18875.28515625,18875.4140625,0.19254234107211232,18875.4140625,18875.41015625,143,True
