patch_id,scene_class,region_id,patch_execution_status,metric_cache_read_s,esri_patch_cache_status,esri_patch_load_s,synthetic_build_s,spectral_analysis_s,checkpoint_write_s,patch_wall_s,peak_gpu_memory_mib,operator_nnz_total,healpix_cells_max,rss_start_mib,rss_end_mib,cleanup_s,peak_rss_mib,rss_after_cleanup_mib,run_sequence,benchmark_included
urban__sao_paulo__r2c0,urban,sao_paulo,computed,0.0,zarr_hit,0.034144187811762094,1.1002647429704666,0.008968206122517586,0.03264487907290459,11.926379726268351,1021.4189453125,5177344.0,173800,18854.046875,18854.90625,0.15701382094994187,18854.90625,18854.90234375,25,True
urban__sao_paulo__r2c1,urban,sao_paulo,computed,0.0,zarr_hit,0.034128447994589806,1.0979483667761087,0.008436668664216995,0.03815934341400862,11.910989578813314,1021.41943359375,5177344.0,173811,18854.90625,18854.90625,0.13883458077907562,18854.90625,18854.90234375,26,True
urban__sao_paulo__r2c2,urban,sao_paulo,computed,0.0,zarr_hit,0.04212635708972812,1.1028742464259267,0.008593234699219465,0.09608622593805194,12.010538092348725,1021.41943359375,5177344.0,173808,18854.90625,18854.90625,0.1349047375842929,18854.90625,18854.90234375,27,True
urban__cape_town__r0c0,urban,cape_town,computed,0.0,zarr_hit,0.03532994398847222,1.0820121532306075,0.008514826651662588,0.047376600094139576,8.491453485563397,1021.384765625,5177344.0,173322,18854.90625,18854.91015625,0.13474308233708143,18854.91015625,18854.90625,28,True
urban__cape_town__r0c1,urban,cape_town,computed,0.0,zarr_hit,0.03577981609851122,1.07456492818892,0.00846554385498166,0.226529432926327,8.597882988862693,1021.38818359375,5177344.0,173332,18854.91015625,18854.9140625,0.15057057794183493,18854.9140625,18854.91015625,29,True
urban__cape_town__r0c2,urban,cape_town,computed,0.0,zarr_hit,0.028820486273616552,1.0798354600556195,0.008442189078778028,0.04234693571925163,8.425210545305163,1021.388671875,5177344.0,173344,18854.9140625,18855.3984375,0.13258925406262279,18855.3984375,18855.39453125,30,True
urban__cape_town__r1c0,urban,cape_town,computed,0.0,zarr_hit,0.05631169397383928,1.087527059018612,0.00863733934238553,0.04146150825545192,8.420119215268642,1021.38818359375,5177344.0,173328,18855.3984375,18855.40234375,0.15769658656790853,18855.40234375,18855.3984375,31,True
urban__cape_town__r1c1,urban,cape_town,computed,0.0,zarr_hit,0.027151665184646845,1.0605789688415825,0.008797070942819118,0.023839250672608614,8.405766563490033,1021.38916015625,5177344.0,173338,18855.40234375,18855.41015625,0.13418521732091904,18855.41015625,18855.40625,32,True
urban__cape_town__r1c2,urban,cape_town,computed,0.0,zarr_hit,0.025286221876740456,1.0586478621698916,0.008410699665546417,0.01657990226522088,8.522846221458167,1021.38916015625,5177344.0,173340,18855.41015625,18855.41015625,0.1355022806674242,18855.41015625,18855.40625,33,True
urban__cape_town__r2c0,urban,cape_town,computed,0.0,zarr_hit,0.02077962690964341,1.107331187929958,0.008648230228573084,0.039689852856099606,8.444574956316501,1021.384765625,5177344.0,173324,18855.41015625,18855.4140625,0.133621740154922,18855.4140625,18855.41015625,34,True
urban__cape_town__r2c1,urban,cape_town,computed,0.0,zarr_hit,0.02470537181943655,1.0752910342998803,0.00849466910585761,0.02122517116367817,8.364160280209035,1021.388671875,5177344.0,173336,18855.4140625,18855.4296875,0.13303584977984428,18855.4296875,18855.42578125,35,True
urban__cape_town__r2c2,urban,cape_town,computed,0.0,zarr_hit,0.029518677853047848,1.0689455647952855,0.008594457060098648,0.040210539009422064,8.582281753886491,1021.388671875,5177344.0,173346,18855.4296875,18855.44140625,0.13752891076728702,18855.44140625,18855.4375,36,True
urban__sydney__r0c0,urban,sydney,computed,0.0,zarr_hit,0.02888665208593011,1.0650074272416532,0.008409498259425163,0.03275876585394144,10.627593358047307,1021.39453125,5177344.0,173451,18855.44140625,18855.44140625,0.1377502791583538,18855.44140625,18855.4375,37,True
urban__sydney__r0c1,urban,sydney,computed,0.0,zarr_hit,0.04717071168124676,1.0852383938618004,0.00843910314142704,0.022369047161191702,10.5590292182751,1021.39794921875,5177344.0,173463,18855.44140625,18856.0390625,0.1413366519846022,18856.0390625,18856.03515625,38,True
urban__sydney__r0c2,urban,sydney,computed,0.0,zarr_hit,0.03499700501561165,1.0768569498322904,0.008734363131225109,0.025361665058881044,10.75800545932725,1021.39453125,5177344.0,173468,18856.0390625,18856.0390625,0.15083131520077586,18856.0390625,18856.03515625,39,True
urban__sydney__r1c0,urban,sydney,computed,0.0,zarr_hit,0.04678675392642617,1.2239850210025907,0.008364853449165821,0.0254218690097332,11.065792778041214,1021.39794921875,5177344.0,173452,18856.0390625,18856.47265625,0.13618566608056426,18856.47265625,18856.46875,40,True
urban__sydney__r1c1,urban,sydney,computed,0.0,zarr_hit,0.036969139240682125,1.0909225698560476,0.008397255092859268,0.04618134815245867,10.702279102988541,1021.39404296875,5177344.0,173465,18856.47265625,18856.47265625,0.1432156809605658,18856.47265625,18856.46875,41,True
urban__sydney__r1c2,urban,sydney,computed,0.0,zarr_hit,0.023232202045619488,1.0607974329032004,0.008443732745945454,0.04118818091228604,10.751510186586529,1021.39794921875,5177344.0,173466,18856.47265625,18856.4921875,0.1355705107562244,18856.4921875,18856.48828125,42,True
urban__sydney__r2c0,urban,sydney,computed,0.0,zarr_hit,0.06086236331611872,1.1110204057767987,0.008731517009437084,0.034239599015563726,10.81148579204455,1021.39453125,5177344.0,173462,18856.4921875,18856.49609375,0.16043604677543044,18856.49609375,18856.4921875,43,True
