patch_id,scene_class,region_id,location,anchor_lat,anchor_lon,patch_lat,patch_lon,abs_latitude_band,utm_epsg,east_offset_m,north_offset_m,true_fwhm_m,lambda,max_iter,healpix_level,device,rmse_psf_degradation,method,operator_fwhm_m,rmse_vs_latent,recovery_fraction,n_cells_compared,n_cells_estimated,npt,operator_rows,operator_cols,operator_nnz,operator_density,operator_build_s,solve_s,projection_s,runtime_s,method_total_s,patch_execution_status,run_sequence,benchmark_included
urban__montreal__r0c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.466536422456436,-73.61946497358554,45-60,32618,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07243789263318802,bilinear,,0.09170808532898966,-0.2660236513696266,168776,169768,,,,,,0.0,0.10711370268836617,0.0,0.10711370268836617,0.10711370268836617,computed,64,True
urban__montreal__r0c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.466536422456436,-73.61946497358554,45-60,32618,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07243789263318802,bicubic,,0.08254851666560091,-0.13957645183869727,168776,169768,,,,,,0.0,0.7603076240047812,0.0,0.7603076240047812,0.7603076240047812,computed,64,True
urban__montreal__r0c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46590662060698,-73.56831217339206,45-60,32618,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07042488328698915,blurred_observation,12.5,0.07042488328698915,0.0,169768,169768,,,,,,0.0,0.0,0.0,0.0,0.0,computed,65,True
urban__montreal__r0c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46590662060698,-73.56831217339206,45-60,32618,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07042488328698915,psf_aware_matched,12.5,0.05540767381461178,0.21323726460689452,169768,171095,22.0,65536.0,171095.0,1441792.0,0.0001285835354627546,0.27649950003251433,0.04044705722481012,2.1250307029113173,0.31694655725732446,2.441977260168642,computed,65,True
urban__montreal__r0c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46590662060698,-73.56831217339206,45-60,32618,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07042488328698915,psf_aware_plus50,18.75,0.11607379233946828,-0.6481928960599737,169768,173059,48.0,65536.0,173059.0,3145728.0,0.00027736205571510296,0.4884801530279219,0.0803817231208086,2.1462408457882702,0.5688618761487305,2.7151027219370008,computed,65,True
urban__montreal__r0c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46590662060698,-73.56831217339206,45-60,32618,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07042488328698915,psf_aware_minus50,6.25,0.08109693183930583,-0.15153803675934974,169236,169236,9.0,65536.0,169236.0,589824.0,5.318017443097213e-05,0.20136636774986982,0.020878604147583246,2.060797275044024,0.22224497189745307,2.283042246941477,computed,65,True
urban__montreal__r0c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46590662060698,-73.56831217339206,45-60,32618,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07042488328698915,nearest,,0.08554167907905912,-0.21465134319736623,168772,169768,,,,,,0.0,0.12849776586517692,0.0,0.12849776586517692,0.12849776586517692,computed,65,True
urban__montreal__r0c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46590662060698,-73.56831217339206,45-60,32618,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07042488328698915,bilinear,,0.08956761444814233,-0.2718177193584326,168772,169768,,,,,,0.0,0.10802357690408826,0.0,0.10802357690408826,0.10802357690408826,computed,65,True
urban__montreal__r0c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46590662060698,-73.56831217339206,45-60,32618,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07042488328698915,bicubic,,0.08097369584140852,-0.14978814393531614,168772,169768,,,,,,0.0,0.7608062792569399,0.0,0.7608062792569399,0.7608062792569399,computed,65,True
urban__montreal__r0c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46525391958254,-73.51716109636185,45-60,32618,4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.02106732483139197,blurred_observation,12.5,0.02106732483139197,0.0,169749,169749,,,,,,0.0,0.0,0.0,0.0,0.0,computed,66,True
urban__montreal__r0c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46525391958254,-73.51716109636185,45-60,32618,4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.02106732483139197,psf_aware_matched,12.5,0.017322359626258856,0.17776178205373383,169749,171084,22.0,65536.0,171084.0,1441792.0,0.00012859180285707604,0.27633015997707844,0.04040278308093548,2.079554752446711,0.3167329430580139,2.396287695504725,computed,66,True
urban__montreal__r0c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46525391958254,-73.51716109636185,45-60,32618,4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.02106732483139197,psf_aware_plus50,18.75,0.036597713873191044,-0.737178980534708,169749,173058,48.0,65536.0,173058.0,3145728.0,0.00027736365842665465,0.4297004831023514,0.08121005212888122,2.128574735019356,0.5109105352312326,2.6394852702505887,computed,66,True
urban__montreal__r0c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46525391958254,-73.51716109636185,45-60,32618,4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.02106732483139197,psf_aware_minus50,6.25,0.024908180586604933,-0.18231340646961436,169224,169224,9.0,65536.0,169224.0,589824.0,5.3183945539639765e-05,0.19555738614872098,0.020881699863821268,2.047121343202889,0.21643908601254225,2.263560429215431,computed,66,True
urban__montreal__r0c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46525391958254,-73.51716109636185,45-60,32618,4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.02106732483139197,nearest,,0.02590271083530433,-0.2295206459582022,168775,169749,,,,,,0.0,0.1289211167022586,0.0,0.1289211167022586,0.1289211167022586,computed,66,True
urban__montreal__r0c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46525391958254,-73.51716109636185,45-60,32618,4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.02106732483139197,bilinear,,0.02708791352233222,-0.285778509569905,168775,169749,,,,,,0.0,0.10783998901024461,0.0,0.10783998901024461,0.10783998901024461,computed,66,True
urban__montreal__r0c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.46525391958254,-73.51716109636185,45-60,32618,4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.02106732483139197,bicubic,,0.02455680420698848,-0.165634669020573,168775,169749,,,,,,0.0,0.7617514589801431,0.0,0.7617514589801431,0.7617514589801431,computed,66,True
urban__montreal__r1c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.502530588434226,-73.61858536552852,45-60,32618,-4000.0,0.0,12.5,0.001,14,20,cuda:0,0.07210272545727726,blurred_observation,12.5,0.07210272545727726,0.0,169754,169754,,,,,,0.0,0.0,0.0,0.0,0.0,computed,67,True
urban__montreal__r1c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.502530588434226,-73.61858536552852,45-60,32618,-4000.0,0.0,12.5,0.001,14,20,cuda:0,0.07210272545727726,psf_aware_matched,12.5,0.055145306378506495,0.23518416219673244,169754,171088,22.0,65536.0,171088.0,1441792.0,0.00012858879640886562,0.27251687832176685,0.04053565440699458,2.073304974939674,0.31305253272876143,2.3863575076684356,computed,67,True
urban__montreal__r1c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.502530588434226,-73.61858536552852,45-60,32618,-4000.0,0.0,12.5,0.001,14,20,cuda:0,0.07210272545727726,psf_aware_plus50,18.75,0.11837943251193252,-0.6418163358065487,169754,173070,48.0,65536.0,173070.0,3145728.0,0.00027734442711041773,0.4273736672475934,0.08083555288612843,2.1070105829276145,0.5082092201337218,2.6152198030613363,computed,67,True
urban__montreal__r1c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.502530588434226,-73.61858536552852,45-60,32618,-4000.0,0.0,12.5,0.001,14,20,cuda:0,0.07210272545727726,psf_aware_minus50,6.25,0.08239559631717777,-0.14275286814226318,169231,169231,9.0,65536.0,169231.0,589824.0,5.318174566125592e-05,0.19043183885514736,0.021005162969231606,2.0589212020859122,0.21143700182437897,2.270358203910291,computed,67,True
urban__montreal__r1c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.502530588434226,-73.61858536552852,45-60,32618,-4000.0,0.0,12.5,0.001,14,20,cuda:0,0.07210272545727726,nearest,,0.08698215447213019,-0.2063643075970738,168783,169754,,,,,,0.0,0.12167668575420976,0.0,0.12167668575420976,0.12167668575420976,computed,67,True
urban__montreal__r1c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.502530588434226,-73.61858536552852,45-60,32618,-4000.0,0.0,12.5,0.001,14,20,cuda:0,0.07210272545727726,bilinear,,0.0909976961502195,-0.2620562617170137,168783,169754,,,,,,0.0,0.10766484774649143,0.0,0.10766484774649143,0.10766484774649143,computed,67,True
urban__montreal__r1c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.502530588434226,-73.61858536552852,45-60,32618,-4000.0,0.0,12.5,0.001,14,20,cuda:0,0.07210272545727726,bicubic,,0.08223038921491464,-0.140461594113225,168783,169754,,,,,,0.0,0.7614719085395336,0.0,0.7614719085395336,0.7614719085395336,computed,67,True
urban__montreal__r1c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501900000000006,-73.5674,45-60,32618,0.0,0.0,12.5,0.001,14,20,cuda:0,0.08232675366428657,blurred_observation,12.5,0.08232675366428657,0.0,169746,169746,,,,,,0.0,0.0,0.0,0.0,0.0,computed,68,True
urban__montreal__r1c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501900000000006,-73.5674,45-60,32618,0.0,0.0,12.5,0.001,14,20,cuda:0,0.08232675366428657,psf_aware_matched,12.5,0.0617123614841602,0.2503972434548809,169746,171080,22.0,65536.0,171080.0,1441792.0,0.00012859480944587328,0.2738550528883934,0.04042162885889411,2.082018978893757,0.3142766817472875,2.3962956606410444,computed,68,True
urban__montreal__r1c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501900000000006,-73.5674,45-60,32618,0.0,0.0,12.5,0.001,14,20,cuda:0,0.08232675366428657,psf_aware_plus50,18.75,0.13052790322530022,-0.5854858526010769,169746,173068,48.0,65536.0,173068.0,3145728.0,0.0002773476321445906,0.4248612876981497,0.08072952227666974,2.1198022700846195,0.5055908099748194,2.625393080059439,computed,68,True
urban__montreal__r1c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501900000000006,-73.5674,45-60,32618,0.0,0.0,12.5,0.001,14,20,cuda:0,0.08232675366428657,psf_aware_minus50,6.25,0.09507412315146975,-0.1548387239847282,169229,169229,9.0,65536.0,169229.0,589824.0,5.318237417936642e-05,0.19267561892047524,0.021074444986879826,2.10274151712656,0.21375006390735507,2.3164915810339153,computed,68,True
urban__montreal__r1c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501900000000006,-73.5674,45-60,32618,0.0,0.0,12.5,0.001,14,20,cuda:0,0.08232675366428657,nearest,,0.10035366998414018,-0.21896789946757855,168782,169746,,,,,,0.0,0.12135600904002786,0.0,0.12135600904002786,0.12135600904002786,computed,68,True
urban__montreal__r1c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501900000000006,-73.5674,45-60,32618,0.0,0.0,12.5,0.001,14,20,cuda:0,0.08232675366428657,bilinear,,0.1051640754969686,-0.27739854684187404,168782,169746,,,,,,0.0,0.10755979875102639,0.0,0.10755979875102639,0.10755979875102639,computed,68,True
urban__montreal__r1c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501900000000006,-73.5674,45-60,32618,0.0,0.0,12.5,0.001,14,20,cuda:0,0.08232675366428657,bicubic,,0.09388294959728624,-0.14036987271627055,168782,169746,,,,,,0.0,0.7628335789777339,0.0,0.7628335789777339,0.7628335789777339,computed,68,True
urban__montreal__r1c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501246483809574,-73.51621636164262,45-60,32618,4000.0,0.0,12.5,0.001,14,20,cuda:0,0.05073138139495554,blurred_observation,12.5,0.05073138139495554,0.0,169757,169757,,,,,,0.0,0.0,0.0,0.0,0.0,computed,69,True
urban__montreal__r1c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501246483809574,-73.51621636164262,45-60,32618,4000.0,0.0,12.5,0.001,14,20,cuda:0,0.05073138139495554,psf_aware_matched,12.5,0.04032603575421832,0.20510668849580882,169757,171088,22.0,65536.0,171088.0,1441792.0,0.00012858879640886562,0.27163873380050063,0.0404106080532074,2.0734983310103416,0.31204934185370803,2.3855476728640497,computed,69,True
urban__montreal__r1c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501246483809574,-73.51621636164262,45-60,32618,4000.0,0.0,12.5,0.001,14,20,cuda:0,0.05073138139495554,psf_aware_plus50,18.75,0.08196977461919537,-0.6157607454258285,169757,173057,48.0,65536.0,173057.0,3145728.0,0.0002773652611567287,0.42315162997692823,0.08067132206633687,2.1124006821773946,0.5038229520432651,2.6162236342206597,computed,69,True
urban__montreal__r1c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501246483809574,-73.51621636164262,45-60,32618,4000.0,0.0,12.5,0.001,14,20,cuda:0,0.05073138139495554,psf_aware_minus50,6.25,0.05838705820525492,-0.1509061373806908,169225,169225,9.0,65536.0,169225.0,589824.0,5.3183631260156597e-05,0.19498416082933545,0.0215177652426064,2.0622419510036707,0.21650192607194185,2.2787438770756125,computed,69,True
urban__montreal__r1c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501246483809574,-73.51621636164262,45-60,32618,4000.0,0.0,12.5,0.001,14,20,cuda:0,0.05073138139495554,nearest,,0.06132521757474287,-0.20882215087564582,168765,169757,,,,,,0.0,0.12120504304766655,0.0,0.12120504304766655,0.12120504304766655,computed,69,True
urban__montreal__r1c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501246483809574,-73.51621636164262,45-60,32618,4000.0,0.0,12.5,0.001,14,20,cuda:0,0.05073138139495554,bilinear,,0.06398071230730165,-0.26116637371249585,168765,169757,,,,,,0.0,0.10722967330366373,0.0,0.10722967330366373,0.10722967330366373,computed,69,True
urban__montreal__r1c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.501246483809574,-73.51621636164262,45-60,32618,4000.0,0.0,12.5,0.001,14,20,cuda:0,0.05073138139495554,bicubic,,0.05806909340697005,-0.14463852176404823,168765,169757,,,,,,0.0,0.7624283120967448,0.0,0.7624283120967448,0.7624283120967448,computed,69,True
urban__montreal__r2c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.538524513295016,-73.61770409191038,45-60,32618,-4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.0896039155622725,blurred_observation,12.5,0.0896039155622725,0.0,169760,169760,,,,,,0.0,0.0,0.0,0.0,0.0,computed,70,True
urban__montreal__r2c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.538524513295016,-73.61770409191038,45-60,32618,-4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.0896039155622725,psf_aware_matched,12.5,0.0682385482136564,0.23844234054445645,169760,171089,22.0,65536.0,171089.0,1441792.0,0.00012858804481877853,0.3012551167048514,0.040780268143862486,2.0965038929134607,0.3420353848487139,2.4385392777621746,computed,70,True
urban__montreal__r2c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.538524513295016,-73.61770409191038,45-60,32618,-4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.0896039155622725,psf_aware_plus50,18.75,0.1443140799051652,-0.6105778302162532,169760,173060,48.0,65536.0,173060.0,3145728.0,0.0002773604530220733,0.447534061037004,0.08077207207679749,2.1015644082799554,0.5283061331138015,2.629870541393757,computed,70,True
urban__montreal__r2c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.538524513295016,-73.61770409191038,45-60,32618,-4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.0896039155622725,psf_aware_minus50,6.25,0.10281561574308529,-0.1474455675057078,169230,169230,9.0,65536.0,169230.0,589824.0,5.318205991845418e-05,0.17075896821916103,0.020945681259036064,2.0934491879306734,0.1917046494781971,2.2851538374088705,computed,70,True
urban__montreal__r2c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.538524513295016,-73.61770409191038,45-60,32618,-4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.0896039155622725,nearest,,0.10847645408522977,-0.2106218060285694,168774,169760,,,,,,0.0,0.12335427291691303,0.0,0.12335427291691303,0.12335427291691303,computed,70,True
urban__montreal__r2c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.538524513295016,-73.61770409191038,45-60,32618,-4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.0896039155622725,bilinear,,0.11389134147785142,-0.27105317622754743,168774,169760,,,,,,0.0,0.10762560414150357,0.0,0.10762560414150357,0.10762560414150357,computed,70,True
urban__montreal__r2c0,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.538524513295016,-73.61770409191038,45-60,32618,-4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.0896039155622725,bicubic,,0.10238268743334636,-0.14261398947675374,168774,169760,,,,,,0.0,0.7558388602919877,0.0,0.7558388602919877,0.7558388602919877,computed,70,True
urban__montreal__r2c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.537893137281365,-73.56648609943463,45-60,32618,0.0,4000.0,12.5,0.001,14,20,cuda:0,0.08590165952882904,blurred_observation,12.5,0.08590165952882904,0.0,169743,169743,,,,,,0.0,0.0,0.0,0.0,0.0,computed,71,True
urban__montreal__r2c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.537893137281365,-73.56648609943463,45-60,32618,0.0,4000.0,12.5,0.001,14,20,cuda:0,0.08590165952882904,psf_aware_matched,12.5,0.06527988797988586,0.24006255131802667,169743,171090,22.0,65536.0,171090.0,1441792.0,0.00012858729323747734,0.27552269119769335,0.040385330095887184,2.0862357658334076,0.31590802129358053,2.402143787126988,computed,71,True
urban__montreal__r2c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.537893137281365,-73.56648609943463,45-60,32618,0.0,4000.0,12.5,0.001,14,20,cuda:0,0.08590165952882904,psf_aware_plus50,18.75,0.13767998788443703,-0.6027628411326664,169743,173059,48.0,65536.0,173059.0,3145728.0,0.00027736205571510296,0.5264254310168326,0.08102417970076203,2.096746303141117,0.6074496107175946,2.7041959138587117,computed,71,True
urban__montreal__r2c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.537893137281365,-73.56648609943463,45-60,32618,0.0,4000.0,12.5,0.001,14,20,cuda:0,0.08590165952882904,psf_aware_minus50,6.25,0.09873563802488107,-0.1494031496765773,169221,169221,9.0,65536.0,169221.0,589824.0,5.318488840037584e-05,0.18384953076019883,0.020929690916091204,2.0439721578732133,0.20477922167629004,2.2487513795495033,computed,71,True
urban__montreal__r2c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.537893137281365,-73.56648609943463,45-60,32618,0.0,4000.0,12.5,0.001,14,20,cuda:0,0.08590165952882904,nearest,,0.10421608960011844,-0.21320228470257874,168771,169743,,,,,,0.0,0.1467566080391407,0.0,0.1467566080391407,0.1467566080391407,computed,71,True
urban__montreal__r2c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.537893137281365,-73.56648609943463,45-60,32618,0.0,4000.0,12.5,0.001,14,20,cuda:0,0.08590165952882904,bilinear,,0.10942884993673438,-0.27388516749213077,168771,169743,,,,,,0.0,0.1071493811905384,0.0,0.1071493811905384,0.1071493811905384,computed,71,True
urban__montreal__r2c1,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.537893137281365,-73.56648609943463,45-60,32618,0.0,4000.0,12.5,0.001,14,20,cuda:0,0.08590165952882904,bicubic,,0.09816867196043803,-0.14280297375968765,168771,169743,,,,,,0.0,0.7567097707651556,0.0,0.7567097707651556,0.7567097707651556,computed,71,True
urban__montreal__r2c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.53723880489418,-73.51526983815103,45-60,32618,4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.04755598165611263,blurred_observation,12.5,0.04755598165611263,0.0,169751,169751,,,,,,0.0,0.0,0.0,0.0,0.0,computed,72,True
urban__montreal__r2c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.53723880489418,-73.51526983815103,45-60,32618,4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.04755598165611263,psf_aware_matched,12.5,0.03688829789898664,0.22431844293040282,169751,171084,22.0,65536.0,171084.0,1441792.0,0.00012859180285707604,0.2774796769954264,0.040398084092885256,2.105052595026791,0.31787776108831167,2.4229303561151028,computed,72,True
urban__montreal__r2c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.53723880489418,-73.51526983815103,45-60,32618,4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.04755598165611263,psf_aware_plus50,18.75,0.07721458082059114,-0.623656543964251,169751,173061,48.0,65536.0,173061.0,3145728.0,0.0002773588503475653,0.42585213482379913,0.081194082275033,2.113460518885404,0.5070462170988321,2.620506735984236,computed,72,True
urban__montreal__r2c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.53723880489418,-73.51526983815103,45-60,32618,4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.04755598165611263,psf_aware_minus50,6.25,0.054469042910044965,-0.1453668079847903,169217,169217,9.0,65536.0,169217.0,589824.0,5.318614560002837e-05,0.19217914808541536,0.02086298493668437,2.0685215946286917,0.21304213302209973,2.2815637276507914,computed,72,True
urban__montreal__r2c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.53723880489418,-73.51526983815103,45-60,32618,4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.04755598165611263,nearest,,0.05731720755652176,-0.20525758401949568,168774,169751,,,,,,0.0,0.12044413201510906,0.0,0.12044413201510906,0.12044413201510906,computed,72,True
urban__montreal__r2c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.53723880489418,-73.51526983815103,45-60,32618,4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.04755598165611263,bilinear,,0.059961458046905905,-0.2608604839765458,168774,169751,,,,,,0.0,0.10692669870331883,0.0,0.10692669870331883,0.10692669870331883,computed,72,True
urban__montreal__r2c2,urban,montreal,"Montreal, Canada",45.5019,-73.5674,45.53723880489418,-73.51526983815103,45-60,32618,4000.0,4000.0,12.5,0.001,14,20,cuda:0,0.04755598165611263,bicubic,,0.05425742708445714,-0.14091698236415517,168774,169751,,,,,,0.0,0.762492683250457,0.0,0.762492683250457,0.762492683250457,computed,72,True
urban__paris__r0c0,urban,paris,"Paris, France",48.8566,2.3522,48.82029996377494,2.2981754547839266,45-60,32631,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.06379869580502064,blurred_observation,12.5,0.06379869580502064,0.0,169676,169676,,,,,,0.0,0.0,0.0,0.0,0.0,computed,73,True
urban__paris__r0c0,urban,paris,"Paris, France",48.8566,2.3522,48.82029996377494,2.2981754547839266,45-60,32631,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.06379869580502064,psf_aware_matched,12.5,0.0488615118688107,0.2341299261329799,169676,170989,22.0,65536.0,170989.0,1441792.0,0.00012866324734339636,0.2790182721801102,0.04042916279286146,1.5313162161037326,0.3194474349729717,1.8507636510767043,computed,73,True
urban__paris__r0c0,urban,paris,"Paris, France",48.8566,2.3522,48.82029996377494,2.2981754547839266,45-60,32631,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.06379869580502064,psf_aware_plus50,18.75,0.10601469697492441,-0.6617063348586758,169676,172962,48.0,65536.0,172962.0,3145728.0,0.00027751760502306867,0.4633842408657074,0.08110731700435281,1.5427410448901355,0.5444915578700602,2.0872326027601957,computed,73,True
urban__paris__r0c0,urban,paris,"Paris, France",48.8566,2.3522,48.82029996377494,2.2981754547839266,45-60,32631,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.06379869580502064,psf_aware_minus50,6.25,0.07273776947999519,-0.14011373684336492,169123,169123,9.0,65536.0,169123.0,589824.0,5.3215706911537755e-05,0.1894570318982005,0.02099544508382678,1.5894577070139349,0.2104524769820273,1.7999101839959621,computed,73,True
urban__paris__r0c0,urban,paris,"Paris, France",48.8566,2.3522,48.82029996377494,2.2981754547839266,45-60,32631,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.06379869580502064,nearest,,0.07725986665751686,-0.21099445188716381,168697,169676,,,,,,0.0,0.12044670712202787,0.0,0.12044670712202787,0.12044670712202787,computed,73,True
urban__paris__r0c0,urban,paris,"Paris, France",48.8566,2.3522,48.82029996377494,2.2981754547839266,45-60,32631,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.06379869580502064,bilinear,,0.08096908052518215,-0.2691337887632852,168697,169676,,,,,,0.0,0.10651207389310002,0.0,0.10651207389310002,0.10651207389310002,computed,73,True
urban__paris__r0c0,urban,paris,"Paris, France",48.8566,2.3522,48.82029996377494,2.2981754547839266,45-60,32631,-4000.0,-4000.0,12.5,0.001,14,20,cuda:0,0.06379869580502064,bicubic,,0.0728440306102786,-0.14177930584822618,168697,169676,,,,,,0.0,0.7589184329845011,0.0,0.7589184329845011,0.7589184329845011,computed,73,True
urban__paris__r0c1,urban,paris,"Paris, France",48.8566,2.3522,48.820618822804924,2.35266382896826,45-60,32631,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07061729893471813,blurred_observation,12.5,0.07061729893471813,0.0,169678,169678,,,,,,0.0,0.0,0.0,0.0,0.0,computed,74,True
urban__paris__r0c1,urban,paris,"Paris, France",48.8566,2.3522,48.820618822804924,2.35266382896826,45-60,32631,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07061729893471813,psf_aware_matched,12.5,0.054406450892195764,0.22955916308139201,169678,171004,22.0,65536.0,171004.0,1441792.0,0.00012865196135762905,0.2794092111289501,0.04048101184889674,1.5235923379659653,0.31989022297784686,1.8434825609438121,computed,74,True
urban__paris__r0c1,urban,paris,"Paris, France",48.8566,2.3522,48.820618822804924,2.35266382896826,45-60,32631,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07061729893471813,psf_aware_plus50,18.75,0.11818406186120876,-0.6735851362774938,169678,172947,48.0,65536.0,172947.0,3145728.0,0.00027754167461707923,0.45609391294419765,0.0816706451587379,1.5692476988770068,0.5377645581029356,2.1070122569799423,computed,74,True
urban__paris__r0c1,urban,paris,"Paris, France",48.8566,2.3522,48.820618822804924,2.35266382896826,45-60,32631,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07061729893471813,psf_aware_minus50,6.25,0.08078553959500573,-0.14399078998600023,169140,169140,9.0,65536.0,169140.0,589824.0,5.321035828307911e-05,0.1900455360300839,0.021308358758687973,1.5485113454051316,0.21135389478877187,1.7598652401939034,computed,74,True
urban__paris__r0c1,urban,paris,"Paris, France",48.8566,2.3522,48.820618822804924,2.35266382896826,45-60,32631,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07061729893471813,nearest,,0.08587124735772389,-0.21600866435159483,168689,169678,,,,,,0.0,0.12033878220245242,0.0,0.12033878220245242,0.12033878220245242,computed,74,True
urban__paris__r0c1,urban,paris,"Paris, France",48.8566,2.3522,48.820618822804924,2.35266382896826,45-60,32631,0.0,-4000.0,12.5,0.001,14,20,cuda:0,0.07061729893471813,bilinear,,0.09005657063149121,-0.2752763414916737,168689,169678,,,,,,0.0,0.1060332776978612,0.0,0.1060332776978612,0.1060332776978612,computed,74,True
