scene,psf_config,assumed_fwhm_m,snr,noise_std,lam,noise_model,rmse_vs_no_psf,rmse_std,noise_penalty,noise_penalty_std,regularization_noise_gain,regularization_noise_gain_std,regularization_noise_gain_pct,regularization_noise_gain_pct_std,n_realizations,n_cells
forest,matched,12.5,100.0,0.0011270532394166124,1.0,white,0.03363281217451154,3.2533269590850844e-06,1.064432283759062e-05,3.2533269590841916e-06,0.0002231555229982033,7.509875321433257e-06,0.9156887513513681,0.03060956363090775,10,169683
forest,matched,12.5,inf,0.0,0.0,none,0.024136269967256693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169683
forest,matched,12.5,inf,0.0,0.001,none,0.024160889427350028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169683
forest,matched,12.5,inf,0.0,0.01,none,0.024433052715744533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169683
forest,matched,12.5,inf,0.0,0.1,none,0.027028962799766805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169683
forest,matched,12.5,inf,0.0,1.0,none,0.03362216785167395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169683
urban,matched,12.5,5.0,0.026019069664488588,0.0,correlated,0.07374400553305613,3.256191169521915e-05,0.005429716933752961,3.256191169521904e-05,0.0,0.0,0.0,0.0,10,169675
urban,matched,12.5,5.0,0.026019069664488588,0.0,white,0.10408882008705204,0.00017083647448489194,0.03577453148774888,0.00017083647448488926,0.0,0.0,0.0,0.0,10,169675
urban,matched,12.5,5.0,0.026019069664488588,0.001,correlated,0.07381717902756854,3.168817399290078e-05,0.0054218456367076655,3.168817399290106e-05,7.871297045294879e-06,1.0549724933166746e-06,0.010673341083269228,0.001426291889974097,10,169675
urban,matched,12.5,5.0,0.026019069664488588,0.001,white,0.10296815948316781,0.0001580648737332625,0.034572826092306934,0.0001580648737332624,0.0012017053954419474,1.4370097838894192e-05,1.1544844666938912,0.01212827097965075,10,169675
urban,matched,12.5,5.0,0.026019069664488588,0.01,correlated,0.07460764234721538,2.7404102139446207e-05,0.005343106483993679,2.740410213944502e-05,8.661044975928206e-05,6.405784423766001e-06,0.11744456737140932,0.008640364106716028,10,169675
urban,matched,12.5,5.0,0.026019069664488588,0.01,white,0.09616996822275126,9.137038800911833e-05,0.02690543235952956,9.137038800911952e-05,0.008869099128219328,9.182367998906053e-05,8.520602039057781,0.07530545699145456,10,169675
urban,matched,12.5,5.0,0.026019069664488588,0.1,correlated,0.08242063482784093,1.8847686428661837e-05,0.004683541851087031,1.884768642866004e-05,0.0007461750826659299,1.792986702158337e-05,1.0118367558607821,0.023909278716914027,10,169675
urban,matched,12.5,5.0,0.026019069664488588,0.1,white,0.08717643477999136,5.590119503049809e-05,0.009439341803237468,5.590119503049563e-05,0.026335189684511418,0.0001856103366698943,25.300500046881854,0.13920822004087682,10,169675
urban,matched,12.5,5.0,0.026019069664488588,1.0,correlated,0.10273404126657626,2.0773339964481367e-05,0.003342765618068336,2.0773339964482217e-05,0.0020869513156846252,3.682158085031223e-05,2.829978605011688,0.048876705713364686,10,169675
urban,matched,12.5,5.0,0.026019069664488588,1.0,white,0.10129016956992384,3.971321302848137e-05,0.0018988939214159132,3.971321302847991e-05,0.033875637566332974,0.00018126380326776714,32.544761559264245,0.12253400448587946,10,169675
urban,matched,12.5,10.0,0.013009534832244294,0.0,correlated,0.06971054940303648,1.2831642463827657e-05,0.0013962608037333083,1.2831642463829571e-05,0.0,0.0,0.0,0.0,10,169675
urban,matched,12.5,10.0,0.013009534832244294,0.0,white,0.07876884944222125,6.361813617222035e-05,0.010454560842918082,6.361813617221814e-05,0.0,0.0,0.0,0.0,10,169675
