zoom,tile_x,tile_y,sha256,path
17,128135,83179,49e4fe263abd86584d8162cf616e6526d89f26324edfe5373a9f998f056c7c28,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128135/y83179.jpg
17,128135,83180,f4d283c55330e2a8c0446e485208dd1f240ce1ffe47ebcb4f679ef996dc06059,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128135/y83180.jpg
17,128135,83181,d90d107b0edfcbf115cc5e7cfb9301efb347fdc66aa0983297844d09e448165d,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128135/y83181.jpg
17,128135,83182,6b68633b61914c96f647eac56b62b85105d5d8551b97453c0163880655197f77,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128135/y83182.jpg
17,128135,83183,e7598bd0f5a990900187cc5277fd376a62978a085aa37195a8d6726ee1a9977c,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128135/y83183.jpg
17,128135,83184,ea54b3ee3063ff11a08ac694a20d5291da50a7271e93ba1cf2d590e7ecb9e548,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128135/y83184.jpg
17,128136,83135,45cd6b16e1375025f75c870a01757403e291bf4ad924b1f5df83b77bd791fe6c,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83135.jpg
17,128136,83136,b63a89d50314d44ed840268b50b3b4de6755c93228838c922599a121b888aebd,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83136.jpg
17,128136,83137,ccd763b5c7a505132c3317cf3ae5d3472d0783d819d0e2dc02ae3d63e75e941a,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83137.jpg
17,128136,83138,d444c2061ea2fac175a454600595bd325b7281128c0443da5329753eb08a0b77,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83138.jpg
17,128136,83139,5f6f6de913f3f7762adcbfa5124a247d22a920fdf0e8de2a65f00bdd5ce0ac4b,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83139.jpg
17,128136,83140,0fb84404b33c9f81b5320f06da2900ab67b427aba6863ba0c75b802c78a68316,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83140.jpg
17,128136,83141,8aaf41409f26df160a8608fc898144e71ba2c8b6f56fb51aed1c41e0b195535d,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83141.jpg
17,128136,83142,339270399161f1bd3161370fbe4a9fd2d5e6ccb662518d3175512e3ffa0b1bf0,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83142.jpg
17,128136,83143,8825df9b97e18a5b940b77eab5da816d0c6bc00f35ebc5a885aa21c446e7b131,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83143.jpg
17,128136,83144,00c77b8b93016998f9de95e953fa658c22bf0ce3d59dfe74bee601af47dc18cc,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83144.jpg
17,128136,83145,0f28ec60914674f8d13fd3f8d40c7002a177c3c75f54e25435c6dbdf5860b1e0,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83145.jpg
17,128136,83146,19840aa22f93909afd2daa15066546e92199a6d29f2401402677cefd4363d608,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83146.jpg
17,128136,83147,1043c294f2715438e3e3a034ce6f474ea94fc541972ed3cab647f90ed99700fd,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83147.jpg
17,128136,83148,22948fe26f292072a64bc2e4c3c86c5c0090504267336c7c67b2ebc9cda4a882,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83148.jpg
17,128136,83149,2b02d23f3170d66bf32de60339d93f5231bed1c8891a99d9e6ddda33d05e5d23,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83149.jpg
17,128136,83150,f789f097863b6925ab3d7d58634b8b10b40396139548ebb32cb29213bca36b3d,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83150.jpg
17,128136,83151,7b328d7b8394c586b165a7ddf557dd9a9d9b42164dd654bc6658c26b774c7596,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83151.jpg
17,128136,83152,37a67538355b56c86f9b8fb9a7c8f0b996ba2a644647fd57bd17adb7bf9b2316,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83152.jpg
17,128136,83153,18be3e5057c3c8d805d819eab64d28fd61271b8a168015c924a79276c0cf798c,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83153.jpg
