scene,method,n_cells,rmse,mae,bias,corr,psnr,scene_class,region_id
region__forest__tasmania,classical_nearest,29322,0.0025938150812457586,0.0017987237142036996,-2.308526614994821e-06,0.9182420044012615,29.29165559337101,forest,tasmania
region__forest__tasmania,classical_linear,29322,0.0026693345362044595,0.001855636819459975,-4.5807286321986755e-06,0.9135401018587193,29.042375705202158,forest,tasmania
region__forest__tasmania,classical_cubic,29322,0.0024850859869102013,0.0017258819452079172,-4.593804786100564e-06,0.9255102496404608,29.663607405694584,forest,tasmania
region__forest__tasmania,richardson_lucy,29322,0.002131210509948871,0.0014778123290933773,-5.151472466627903e-06,0.9451251327642597,30.997908830418652,forest,tasmania
region__urban__cape_town,psf_aware,28960,0.024039359555834635,0.015995482084164243,4.033956873609589e-05,0.9608120398177558,28.849722545116123,urban,cape_town
region__urban__cape_town,classical_nearest,28960,0.037093653045438095,0.02502339814918465,7.176300873753005e-05,0.9105194976086177,25.082188300100952,urban,cape_town
region__urban__cape_town,classical_linear,28960,0.03828833173016861,0.026125995928828537,3.734462987353184e-05,0.9080733123751953,24.806851529564725,urban,cape_town
region__urban__cape_town,classical_cubic,28960,0.03372686768850459,0.022849912695585506,4.0092379098626814e-05,0.9285422023781738,25.90866023222595,urban,cape_town
region__urban__cape_town,richardson_lucy,28960,0.02650634532873352,0.017455112827847792,-0.0003306512772813556,0.9538511059811788,28.00118337534429,urban,cape_town
region__urban__mexico_city,psf_aware,28927,0.02092811769125507,0.015143183322481261,7.075150471662194e-05,0.9305269429107982,31.117257942190793,urban,mexico_city
region__urban__mexico_city,classical_nearest,28927,0.029822518723834294,0.021555407799484942,4.7003418082507156e-05,0.8672399685791745,28.04097492265361,urban,mexico_city
region__urban__mexico_city,classical_linear,28927,0.03091692920025009,0.02240948626379362,6.879219557967241e-05,0.8628468667578648,27.72793429254599,urban,mexico_city
region__urban__mexico_city,classical_cubic,28927,0.027797275630137834,0.020214303401503746,7.690909225999141e-05,0.888463923499202,28.65181665225404,urban,mexico_city
region__urban__mexico_city,richardson_lucy,28927,0.023376405020387014,0.01655776347567966,-4.9215303691768634e-05,0.9153193748987084,30.156306856009003,urban,mexico_city
region__urban__montreal,psf_aware,29906,0.018018549434376294,0.012422735195442269,-8.348506665254511e-06,0.9389282655604161,29.861763631908268,urban,montreal
region__urban__montreal,classical_nearest,29906,0.026869109472457575,0.019066466824130088,-1.7359268822367355e-05,0.8729488479029751,26.391094688408813,urban,montreal
region__urban__montreal,classical_linear,29906,0.02808632162596466,0.020130448910890855,-3.803158114773688e-05,0.8666038933845736,26.00626284805003,urban,montreal
region__urban__montreal,classical_cubic,29906,0.024910158698982266,0.017674138402596334,-3.073588460843268e-05,0.8954272364022641,27.04863025645964,urban,montreal
region__urban__montreal,richardson_lucy,29906,0.020462728653620258,0.013523105539397137,-0.000239980172056418,0.9237258127348743,28.756889237515328,urban,montreal
region__urban__nairobi,psf_aware,28998,0.012201807954865921,0.00862934717728519,-6.83539547989661e-05,0.949253811296455,33.81207376626955,urban,nairobi
region__urban__nairobi,classical_nearest,28998,0.0180167470240807,0.013035617313027296,-7.827594459798881e-05,0.8941835302273348,30.4270298607703,urban,nairobi
region__urban__nairobi,classical_linear,28998,0.018650305352263155,0.01357133401833622,-4.3297829728873406e-05,0.8899445351611756,30.126838538779204,urban,nairobi
region__urban__nairobi,classical_cubic,28998,0.016586350874464223,0.01202150451894139,-4.563050790238902e-05,0.9130375452399777,31.145540504891393,urban,nairobi
region__urban__nairobi,richardson_lucy,28998,0.01489819547533944,0.00950336767452679,-0.00027497371233328104,0.9253325197557352,32.07788410782456,urban,nairobi
region__urban__paris,psf_aware,29910,0.01776585032360142,0.011439362742113891,-7.631513481602865e-05,0.9081893972159113,39.05859096048393,urban,paris
region__urban__paris,classical_nearest,29910,0.023614401776503095,0.015700239681058686,-8.716357530000336e-05,0.8455418708882668,36.5867719766142,urban,paris
region__urban__paris,classical_linear,29910,0.02455310961644863,0.016381684640271135,-8.325092843227743e-05,0.8369806605217193,36.248180883638284,urban,paris
region__urban__paris,classical_cubic,29910,0.02235089847992085,0.014825471350814199,-7.859349732801931e-05,0.8654995772653227,37.06441121910641,urban,paris
region__urban__paris,richardson_lucy,29910,0.021159411569291683,0.012338317412445872,-0.0004059983517654522,0.8736755542768339,37.54023921689295,urban,paris
region__urban__reykjavik,psf_aware,29916,0.02065226139532493,0.011894759670714676,-2.3271777048496062e-05,0.9469191576289745,30.724591326693528,urban,reykjavik
region__urban__reykjavik,classical_nearest,29916,0.028133989887738593,0.016232254036995256,-6.829865969343804e-05,0.9028675960988527,28.039317051589805,urban,reykjavik
region__urban__reykjavik,classical_linear,29916,0.029237509878722354,0.01701534138100285,-4.936027624928256e-05,0.8955578414999317,27.70513596093298,urban,reykjavik
region__urban__reykjavik,classical_cubic,29916,0.026598544537928502,0.015319446933195414,-4.0138025707177355e-05,0.9143201230139373,28.526786134949454,urban,reykjavik
region__urban__reykjavik,richardson_lucy,29916,0.023240925117226172,0.012692491056505177,-0.0002807178977681833,0.9337363295949882,29.698875364407314,urban,reykjavik
region__urban__sao_paulo,psf_aware,29024,0.020252597355842877,0.014667990336619736,-8.586913145988227e-05,0.9324238184874919,31.230335286123715,urban,sao_paulo
region__urban__sao_paulo,classical_nearest,29024,0.029720556439966465,0.02223462598343329,-0.00010654996652702894,0.8611687814356492,27.89881113292406,urban,sao_paulo
region__urban__sao_paulo,classical_linear,29024,0.030749064994520812,0.0231875621655394,-0.00010124595534241765,0.8563842292261025,27.603311567737872,urban,sao_paulo
region__urban__sao_paulo,classical_cubic,29024,0.027587804631735085,0.020686400004230925,-0.00010006198539979276,0.8849036114977549,28.545607021081985,urban,sao_paulo
region__urban__sao_paulo,richardson_lucy,29024,0.0225156938508904,0.016189106912803303,-0.00023729920819108585,0.9186540161242607,30.31024315958237,urban,sao_paulo
region__urban__singapore,psf_aware,29069,0.00935311073823317,0.005011700805061463,-1.5210757628142179e-05,0.9886545223494323,39.53984046960577,urban,singapore
region__urban__singapore,classical_nearest,29069,0.015483267507629876,0.008391598160150041,-5.3426728378923045e-06,0.9698469416831513,35.161709650635004,urban,singapore
region__urban__singapore,classical_linear,29069,0.015709358553711656,0.008587768214607928,-4.8533550857464194e-05,0.969560362830226,35.03579295082239,urban,singapore
region__urban__singapore,classical_cubic,29069,0.013502419344101428,0.007341376954360972,-3.8387477444053914e-05,0.9773798116303835,36.350730161069094,urban,singapore
region__urban__singapore,richardson_lucy,29069,0.019150607483252053,0.006326821698522071,-0.0008453497115092412,0.9539658557240296,33.3153108969768,urban,singapore
region__urban__sydney,psf_aware,28955,0.019438366922503208,0.011448623491162971,6.896012429284819e-06,0.9582676013549073,34.803920450672756,urban,sydney
region__urban__sydney,classical_nearest,28955,0.029451857006715588,0.01733031496729508,2.4813374036071817e-05,0.9080087931075137,31.19486229973134,urban,sydney
region__urban__sydney,classical_linear,28955,0.030313646689518692,0.01819285360530198,2.8036963168374532e-05,0.9061470605553793,30.944352273954642,urban,sydney
region__urban__sydney,classical_cubic,28955,0.026740661021965734,0.015865346558044526,1.2740492776136656e-05,0.9269728892879023,32.033673190565636,urban,sydney
region__urban__sydney,richardson_lucy,28955,0.026489342057110933,0.012799437330952302,-0.0006767296456275123,0.9250619265039416,32.11569253630351,urban,sydney
region__urban__tokyo,psf_aware,28926,0.016183954882600757,0.011002719561204088,1.0020836338030965e-05,0.9074422946536334,34.655489706108995,urban,tokyo
region__urban__tokyo,classical_nearest,28926,0.021610663805672937,0.014745165184186568,-1.7655005096804014e-05,0.8421165589484365,32.14382074441596,urban,tokyo
region__urban__tokyo,classical_linear,28926,0.022401486046344645,0.015322206655035172,-5.313821450161224e-06,0.8349133646081924,31.83164630574296,urban,tokyo
region__urban__tokyo,classical_cubic,28926,0.020384974935626743,0.013973561985550722,-7.236134285362382e-08,0.863300071565684,32.65097925097529,urban,tokyo
region__urban__tokyo,richardson_lucy,28926,0.020003358443404326,0.011958883853126576,-0.0003770607850288138,0.8616147941332721,32.81512454272823,urban,tokyo
region__water__caspian_sea,psf_aware,28663,0.002827904813641378,0.0006748429665991362,-2.180550142676101e-06,0.996787379226957,41.60539040608376,water,caspian_sea
region__water__caspian_sea,classical_nearest,28663,0.0042979741240326,0.0009401656581952607,-5.380792466415612e-06,0.9926596575222174,37.96941021943524,water,caspian_sea
region__water__caspian_sea,classical_linear,28663,0.004129721487566328,0.0009474449974464889,-4.907637611392845e-06,0.9933190263683961,38.31627088123888,water,caspian_sea
