patch_id,scene_class,region_id,location,anchor_lat,anchor_lon,patch_lat,patch_lon,abs_latitude_band,utm_epsg,east_offset_m,north_offset_m,patch_row,patch_col
water__lake_baikal__r0c0,water,lake_baikal,Lake Baikal,53.5,108.0,53.46256867747913,107.94236810894071,45-60,32649,-4000.0,-4000.0,0,0
water__lake_baikal__r0c1,water,lake_baikal,Lake Baikal,53.5,108.0,53.4640944791155,108.00253422709692,45-60,32649,0.0,-4000.0,0,1
water__lake_baikal__r0c2,water,lake_baikal,Lake Baikal,53.5,108.0,53.46559001346179,108.06270579270809,45-60,32649,4000.0,-4000.0,0,2
water__lake_baikal__r1c0,water,lake_baikal,Lake Baikal,53.5,108.0,53.49847221009595,107.93978320563744,45-60,32649,-4000.0,0.0,1,0
water__lake_baikal__r1c1,water,lake_baikal,Lake Baikal,53.5,108.0,53.499999999999986,108.0,45-60,32649,0.0,0.0,1,1
water__lake_baikal__r1c2,water,lake_baikal,Lake Baikal,53.5,108.0,53.50149748331145,108.0602222575994,45-60,32649,4000.0,0.0,1,2
water__lake_baikal__r2c0,water,lake_baikal,Lake Baikal,53.5,108.0,53.5343754391084,107.93719273032696,45-60,32649,-4000.0,4000.0,2,0
water__lake_baikal__r2c1,water,lake_baikal,Lake Baikal,53.5,108.0,53.535905220627086,107.99746030965586,45-60,32649,0.0,4000.0,2,1
water__lake_baikal__r2c2,water,lake_baikal,Lake Baikal,53.5,108.0,53.53740465618505,108.05773336806578,45-60,32649,4000.0,4000.0,2,2
forest__amazon__r0c0,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-3.0360374009743705,-60.03604610728331,00-15,32721,-4000.0,-4000.0,0,0
forest__amazon__r0c1,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-3.036138318393608,-60.00009919239565,00-15,32721,0.0,-4000.0,0,1
forest__amazon__r0c2,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-3.0362380381720877,-59.964151084227396,00-15,32721,4000.0,-4000.0,0,2
forest__amazon__r1c0,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-2.9999002858958455,-60.03594573079937,00-15,32721,-4000.0,0.0,1,0
forest__amazon__r1c1,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-2.9999999999999996,-59.99999999999999,00-15,32721,0.0,0.0,1,1
forest__amazon__r1c2,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-3.0000985307435695,-59.96405307611551,00-15,32721,4000.0,0.0,1,2
forest__amazon__r2c0,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-2.963763143579563,-60.03584656164271,00-15,32721,-4000.0,4000.0,2,0
forest__amazon__r2c1,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-2.9638616544441003,-59.999902000689836,00-15,32721,0.0,4000.0,2,1
forest__amazon__r2c2,forest,amazon,"Amazon, Brazil",-3.0,-60.0,-2.9639589962273365,-59.96395624684498,00-15,32721,4000.0,4000.0,2,2
forest__congo__r0c0,forest,congo,Congo Basin,-1.0,20.0,-1.0361719642168652,19.964041734513273,00-15,32734,-4000.0,-4000.0,0,0
forest__congo__r0c1,forest,congo,Congo Basin,-1.0,20.0,-1.036183591076444,19.999988851144316,00-15,32734,0.0,-4000.0,0,1
forest__congo__r0c2,forest,congo,Congo Basin,-1.0,20.0,-1.0361948075293572,20.035936364230206,00-15,32734,4000.0,-4000.0,0,2
forest__congo__r1c0,forest,congo,Congo Basin,-1.0,20.0,-0.999988779231608,19.96405328396204,00-15,32734,-4000.0,0.0,1,0
forest__congo__r1c1,forest,congo,Congo Basin,-1.0,20.0,-0.9999999999999925,20.0,00-15,32734,0.0,0.0,1,1
forest__congo__r1c2,forest,congo,Congo Basin,-1.0,20.0,-1.0000108246959782,20.035947112470833,00-15,32734,4000.0,0.0,1,2
forest__congo__r2c0,forest,congo,Congo Basin,-1.0,20.0,-0.963805586109991,19.964064422733447,00-15,32734,-4000.0,4000.0,2,0
forest__congo__r2c1,forest,congo,Congo Basin,-1.0,20.0,-0.963816400795684,20.00001075242268,00-15,32734,0.0,4000.0,2,1
forest__congo__r2c2,forest,congo,Congo Basin,-1.0,20.0,-0.9638268337429444,20.03595747852359,00-15,32734,4000.0,4000.0,2,2
forest__borneo__r0c0,forest,borneo,Borneo,1.0,114.0,0.9638287314823707,113.9641304000693,00-15,32650,-4000.0,-4000.0,0,0
forest__borneo__r0c1,forest,borneo,Borneo,1.0,114.0,0.9638607816682334,114.00003224516448,00-15,32650,0.0,-4000.0,0,1
forest__borneo__r0c2,forest,borneo,Borneo,1.0,114.0,0.9638924519575655,114.03593527756362,00-15,32650,4000.0,-4000.0,0,2
forest__borneo__r1c0,forest,borneo,Borneo,1.0,114.0,0.9999667478870533,113.96409777045069,00-15,32650,-4000.0,0.0,1,0
forest__borneo__r1c1,forest,borneo,Borneo,1.0,114.0,1.0000000000000002,114.00000000000001,00-15,32650,0.0,0.0,1,1
forest__borneo__r1c2,forest,borneo,Borneo,1.0,114.0,1.0000328579697848,114.03590341691667,00-15,32650,4000.0,0.0,1,2
forest__borneo__r2c0,forest,borneo,Borneo,1.0,114.0,1.0361047552001827,113.9640639393076,00-15,32650,-4000.0,4000.0,2,0
forest__borneo__r2c1,forest,borneo,Borneo,1.0,114.0,1.0361392092653152,113.99996656746782,00-15,32650,0.0,4000.0,2,1
forest__borneo__r2c2,forest,borneo,Borneo,1.0,114.0,1.0361732549403584,114.03587038306107,00-15,32650,4000.0,4000.0,2,2
forest__appalachian__r0c0,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.46304713735165,-83.54292588563318,30-45,32617,-4000.0,-4000.0,0,0
forest__appalachian__r0c1,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.46396752537654,-83.49888381743439,30-45,32617,0.0,-4000.0,0,1
forest__appalachian__r0c2,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.46487186327694,-83.45483976996755,30-45,32617,4000.0,-4000.0,0,2
forest__appalachian__r1c0,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.49907839391964,-83.54406168929839,30-45,32617,-4000.0,0.0,1,0
forest__appalachian__r1c1,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.5,-83.5,30-45,32617,0.0,0.0,1,1
forest__appalachian__r1c2,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.50090553474169,-83.4559363279118,30-45,32617,4000.0,0.0,1,2
forest__appalachian__r2c0,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.535109403202235,-83.5451995105412,30-45,32617,-4000.0,4000.0,2,0
forest__appalachian__r2c1,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.53603222840682,-83.50111816535704,30-45,32617,0.0,4000.0,2,1
forest__appalachian__r2c2,forest,appalachian,Great Smoky Mountains,35.5,-83.5,35.536938961040065,-83.45703483385154,30-45,32617,4000.0,4000.0,2,2
forest__black_forest__r0c0,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.06362921073826,8.146874592040898,45-60,32632,-4000.0,-4000.0,0,0
forest__black_forest__r0c1,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.06401527723078,8.200557790188315,45-60,32632,0.0,-4000.0,0,1
forest__black_forest__r0c2,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.06437626460109,8.254242079544024,45-60,32632,4000.0,-4000.0,0,2
forest__black_forest__r1c0,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.099613448687,8.146279356521001,45-60,32632,-4000.0,0.0,1,0
forest__black_forest__r1c1,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.099999999999994,8.2,45-60,32632,0.0,0.0,1,1
forest__black_forest__r1c2,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.10036144070311,8.253721737409213,45-60,32632,4000.0,0.0,1,2
forest__black_forest__r2c0,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.135597454619784,8.145682953654482,45-60,32632,-4000.0,4000.0,2,0
forest__black_forest__r2c1,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.135984491426136,8.199441115879894,45-60,32632,0.0,4000.0,2,1
forest__black_forest__r2c2,forest,black_forest,"Black Forest, Germany",48.1,8.2,48.136346386091226,8.253200374766893,45-60,32632,4000.0,4000.0,2,2
forest__canadian_rockies__r0c0,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,52.96453326789507,-122.06037552274115,45-60,32610,-4000.0,-4000.0,0,0
forest__canadian_rockies__r0c1,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,52.964047646453196,-122.00082987198086,45-60,32610,0.0,-4000.0,0,1
forest__canadian_rockies__r0c2,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,52.96353220240553,-121.94128598915609,45-60,32610,4000.0,-4000.0,0,2
forest__canadian_rockies__r1c0,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,53.00048625180694,-122.05959508874882,45-60,32610,-4000.0,0.0,1,0
forest__canadian_rockies__r1c1,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,52.99999999999999,-122.0,45-60,32610,0.0,0.0,1,1
forest__canadian_rockies__r1c2,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,52.99948388689128,-121.9404066842441,45-60,32610,4000.0,0.0,1,2
forest__canadian_rockies__r2c0,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,53.03643900898122,-122.05881298733725,45-60,32610,-4000.0,4000.0,2,0
forest__canadian_rockies__r2c1,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,53.03595212576481,-121.99916835502289,45-60,32610,0.0,4000.0,2,1
forest__canadian_rockies__r2c2,forest,canadian_rockies,Canadian Rockies,53.0,-122.0,53.03543534248655,-121.93952550077867,45-60,32610,4000.0,4000.0,2,2
forest__finland_boreal__r0c0,forest,finland_boreal,Central Finland,62.0,25.0,61.962989603382255,24.926120391525682,60-75,32635,-4000.0,-4000.0,0,0
forest__finland_boreal__r0c1,forest,finland_boreal,Central Finland,62.0,25.0,61.964115438780304,25.00235011123801,60-75,32635,0.0,-4000.0,0,1
forest__finland_boreal__r0c2,forest,finland_boreal,Central Finland,62.0,25.0,61.96519914294394,25.07858612615139,60-75,32635,4000.0,-4000.0,0,2
forest__finland_boreal__r1c0,forest,finland_boreal,Central Finland,62.0,25.0,61.998872470936035,24.923680754846412,60-75,32635,-4000.0,0.0,1,0
forest__finland_boreal__r1c1,forest,finland_boreal,Central Finland,62.0,25.0,62.0,25.0,60-75,32635,0.0,0.0,1,1
forest__finland_boreal__r1c2,forest,finland_boreal,Central Finland,62.0,25.0,62.001085334567215,25.076325564419125,60-75,32635,4000.0,0.0,1,2
forest__finland_boreal__r2c0,forest,finland_boreal,Central Finland,62.0,25.0,62.034755094976,24.921234558698814,60-75,32635,-4000.0,4000.0,2,0
forest__finland_boreal__r2c1,forest,finland_boreal,Central Finland,62.0,25.0,62.035884321690354,24.99764356947585,60-75,32635,0.0,4000.0,2,1
forest__finland_boreal__r2c2,forest,finland_boreal,Central Finland,62.0,25.0,62.03697129049733,25.074058923706517,60-75,32635,4000.0,4000.0,2,2
forest__tasmania__r0c0,forest,tasmania,Tasmania,-42.0,146.0,-42.03558964167568,145.95111719684712,30-45,32755,-4000.0,-4000.0,0,0
forest__tasmania__r0c1,forest,tasmania,Tasmania,-42.0,146.0,-42.036021056131055,145.99943545282602,30-45,32755,0.0,-4000.0,0,1
forest__tasmania__r0c2,forest,tasmania,Tasmania,-42.0,146.0,-42.03643213343804,146.0477547410131,30-45,32755,4000.0,-4000.0,0,2
forest__tasmania__r1c0,forest,tasmania,Tasmania,-42.0,146.0,-41.99956912697892,145.951708994673,30-45,32755,-4000.0,0.0,1,0
forest__tasmania__r1c1,forest,tasmania,Tasmania,-42.0,146.0,-41.999999999999986,146.0,30-45,32755,0.0,0.0,1,1
forest__tasmania__r1c2,forest,tasmania,Tasmania,-42.0,146.0,-42.000410561389465,146.04829203534845,30-45,32755,4000.0,0.0,1,2
forest__tasmania__r2c0,forest,tasmania,Tasmania,-42.0,146.0,-41.96354837866546,145.9522997127773,30-45,32755,-4000.0,4000.0,2,0
forest__tasmania__r2c1,forest,tasmania,Tasmania,-42.0,146.0,-41.96397871085584,146.00056351715148,30-45,32755,0.0,4000.0,2,1
forest__tasmania__r2c2,forest,tasmania,Tasmania,-42.0,146.0,-41.964388756903,146.04882834936697,30-45,32755,4000.0,4000.0,2,2
forest__new_zealand__r0c0,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.53663307515397,172.45289564126605,30-45,32759,-4000.0,-4000.0,0,0
forest__new_zealand__r0c1,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.53601732439317,172.50083204365427,30-45,32759,0.0,-4000.0,0,1
forest__new_zealand__r0c2,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.53538160014447,172.54876693105012,30-45,32759,4000.0,-4000.0,0,2
forest__new_zealand__r1c0,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.50061497649879,172.45209014984465,30-45,32759,-4000.0,0.0,1,0
forest__new_zealand__r1c1,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.5,172.5,30-45,32759,0.0,0.0,1,1
forest__new_zealand__r1c2,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.49936507511324,172.54790833832976,30-45,32759,4000.0,0.0,1,2
forest__new_zealand__r2c0,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.464596638710795,172.45128612204334,30-45,32759,-4000.0,4000.0,2,0
forest__new_zealand__r2c1,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.4639824356265,172.49916946817297,30-45,32759,0.0,4000.0,2,1
forest__new_zealand__r2c2,forest,new_zealand,"South Island, New Zealand",-41.5,172.5,-41.46334830922675,172.5470513056341,30-45,32759,4000.0,4000.0,2,2
forest__patagonia__r0c0,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.534688295925356,-72.05036409594506,30-45,32719,-4000.0,-4000.0,0,0
forest__patagonia__r0c1,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.53597391029905,-72.00172285882306,30-45,32719,0.0,-4000.0,0,1
forest__patagonia__r0c2,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.53723890782606,-71.95307846212971,30-45,32719,4000.0,-4000.0,0,2
forest__patagonia__r1c0,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.4987159942444,-72.04861342380961,30-45,32719,-4000.0,0.0,1,0
forest__patagonia__r1c1,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.50000000000001,-72.0,30-45,32719,0.0,0.0,1,1
forest__patagonia__r1c2,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.501263414641684,-71.95138342338863,30-45,32719,4000.0,0.0,1,2
forest__patagonia__r2c0,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.46274340757977,-72.04686595519775,30-45,32719,-4000.0,4000.0,2,0
forest__patagonia__r2c1,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.46402580653854,-71.99828029398216,30-45,32719,0.0,4000.0,2,1
forest__patagonia__r2c2,forest,patagonia,Patagonian forest,-42.5,-72.0,-42.46528764008722,-71.94969148671358,30-45,32719,4000.0,4000.0,2,2
agriculture__beauce__r0c0,agriculture,beauce,"Beauce, France",48.258,1.499,48.22131003301224,1.4462177849996587,45-60,32631,-4000.0,-4000.0,0,0
agriculture__beauce__r0c1,agriculture,beauce,"Beauce, France",48.258,1.499,48.222025117253715,1.5000522800096348,45-60,32631,0.0,-4000.0,0,1
agriculture__beauce__r0c2,agriculture,beauce,"Beauce, France",48.258,1.499,48.22271500154237,1.5538888379322469,45-60,32631,4000.0,-4000.0,0,2
agriculture__beauce__r1c0,agriculture,beauce,"Beauce, France",48.258,1.499,48.2572840174543,1.4451277741343804,45-60,32631,-4000.0,0.0,1,0
agriculture__beauce__r1c1,agriculture,beauce,"Beauce, France",48.258,1.499,48.258,1.4990000000000003,45-60,32631,0.0,0.0,1,1
agriculture__beauce__r1c2,agriculture,beauce,"Beauce, France",48.258,1.499,48.25869075095988,1.552874293944118,45-60,32631,4000.0,0.0,1,2
agriculture__beauce__r2c0,agriculture,beauce,"Beauce, France",48.258,1.499,48.29325775714222,1.4440356211107468,45-60,32631,-4000.0,4000.0,2,0
agriculture__beauce__r2c1,agriculture,beauce,"Beauce, France",48.258,1.499,48.293974639245285,1.4979456519088707,45-60,32631,0.0,4000.0,2,1
agriculture__beauce__r2c2,agriculture,beauce,"Beauce, France",48.258,1.499,48.294666258085485,1.5518577559693458,45-60,32631,4000.0,4000.0,2,2
agriculture__iowa__r0c0,agriculture,iowa,"Iowa, USA",42.0,-93.5,41.96375434030079,-93.5479878080762,30-45,32615,-4000.0,-4000.0,0,0
agriculture__iowa__r0c1,agriculture,iowa,"Iowa, USA",42.0,-93.5,41.963974589434706,-93.49971823079127,30-45,32615,0.0,-4000.0,0,1
agriculture__iowa__r0c2,agriculture,iowa,"Iowa, USA",42.0,-93.5,41.96417454526009,-93.4514481395076,30-45,32615,4000.0,-4000.0,0,2
agriculture__iowa__r1c0,agriculture,iowa,"Iowa, USA",42.0,-93.5,41.999779474029914,-93.54829679120793,30-45,32615,-4000.0,0.0,1,0
agriculture__iowa__r1c1,agriculture,iowa,"Iowa, USA",42.0,-93.5,42.00000000000001,-93.5,30-45,32615,0.0,0.0,1,1
agriculture__iowa__r1c2,agriculture,iowa,"Iowa, USA",42.0,-93.5,42.0002002071561,-93.45170269370288,30-45,32615,4000.0,0.0,1,2
agriculture__iowa__r2c0,agriculture,iowa,"Iowa, USA",42.0,-93.5,42.035804379017414,-93.5486063391726,30-45,32615,-4000.0,4000.0,2,0
agriculture__iowa__r2c1,agriculture,iowa,"Iowa, USA",42.0,-93.5,42.03602518213272,-93.50028228429844,30-45,32615,0.0,4000.0,2,1
agriculture__iowa__r2c2,agriculture,iowa,"Iowa, USA",42.0,-93.5,42.036225640900085,-93.45195771324137,30-45,32615,4000.0,4000.0,2,2
agriculture__punjab__r0c0,agriculture,punjab,"Punjab, India",30.5,75.5,30.464058580111665,75.45814854761825,30-45,32643,-4000.0,-4000.0,0,0
agriculture__punjab__r0c1,agriculture,punjab,"Punjab, India",30.5,75.5,30.463905593165304,75.49981554705344,30-45,32643,0.0,-4000.0,0,1
agriculture__punjab__r0c2,agriculture,punjab,"Punjab, India",30.5,75.5,30.463739298956906,75.54148221322303,30-45,32643,4000.0,-4000.0,0,2
agriculture__punjab__r1c0,agriculture,punjab,"Punjab, India",30.5,75.5,30.500153206436096,75.45831762506182,30-45,32643,-4000.0,0.0,1,0
agriculture__punjab__r1c1,agriculture,punjab,"Punjab, India",30.5,75.5,30.5,75.5,30-45,32643,0.0,0.0,1,1
agriculture__punjab__r1c2,agriculture,punjab,"Punjab, India",30.5,75.5,30.49983346721075,75.54168204115916,30-45,32643,4000.0,0.0,1,2
agriculture__punjab__r2c0,agriculture,punjab,"Punjab, India",30.5,75.5,30.536247631864065,75.45848700846322,30-45,32643,-4000.0,4000.0,2,0
agriculture__punjab__r2c1,agriculture,punjab,"Punjab, India",30.5,75.5,30.536094205779698,75.50018478672578,30-45,32643,0.0,4000.0,2,1
agriculture__punjab__r2c2,agriculture,punjab,"Punjab, India",30.5,75.5,30.535927434237298,75.54188223069458,30-45,32643,4000.0,4000.0,2,2
agriculture__pampas__r0c0,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.53532879431714,-59.04442484253823,30-45,32721,-4000.0,-4000.0,0,0
agriculture__pampas__r0c1,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.536050574988764,-59.00086205658685,30-45,32721,0.0,-4000.0,0,1
agriculture__pampas__r0c2,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.53675682889747,-58.95729773795751,30-45,32721,4000.0,-4000.0,0,2
agriculture__pampas__r1c0,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.49927918565872,-59.043544048759365,30-45,32721,-4000.0,0.0,1,0
agriculture__pampas__r1c1,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.499999999999986,-59.00000000000001,30-45,32721,0.0,0.0,1,1
agriculture__pampas__r1c2,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.500705308349865,-58.956454421214055,30-45,32721,4000.0,0.0,1,2
agriculture__pampas__r2c0,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.4632293442151,-59.04266481822355,30-45,32721,-4000.0,4000.0,2,0
agriculture__pampas__r2c1,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.46394919304205,-58.99913947344097,30-45,32721,0.0,4000.0,2,1
agriculture__pampas__r2c2,agriculture,pampas,"Pampas, Argentina",-34.5,-59.0,-34.46465355663164,-58.955612601275895,30-45,32721,4000.0,4000.0,2,2
agriculture__canterbury__r0c0,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.53643410798007,171.95109473025653,30-45,32759,-4000.0,-4000.0,0,0
agriculture__canterbury__r0c1,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.53601158936348,172.00059494953987,30-45,32759,0.0,-4000.0,0,1
agriculture__canterbury__r0c2,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.535567644236046,172.0500940661603,30-45,32759,4000.0,-4000.0,0,2
agriculture__canterbury__r1c0,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.50042199067015,171.95052920225245,30-45,32759,-4000.0,0.0,1,0
agriculture__canterbury__r1c1,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.50000000000001,172.0,30-45,32759,0.0,0.0,1,1
agriculture__canterbury__r1c2,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.49955660958402,172.0494696975147,30-45,32759,4000.0,0.0,1,2
agriculture__canterbury__r2c0,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.464409639779,171.9499647200933,30-45,32759,-4000.0,4000.0,2,0
agriculture__canterbury__r2c1,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.463988176434235,171.9994061506943,30-45,32759,0.0,4000.0,2,1
agriculture__canterbury__r2c2,agriculture,canterbury,Canterbury Plains,-43.5,172.0,-43.4635453400772,172.0488464834848,30-45,32759,4000.0,4000.0,2,2
agriculture__nile_delta__r0c0,agriculture,nile_delta,Nile Delta,30.8,31.0,30.76327713680268,30.95897564043118,30-45,32636,-4000.0,-4000.0,0,0
agriculture__nile_delta__r0c1,agriculture,nile_delta,Nile Delta,30.8,31.0,30.763927941209495,31.00074652291647,30-45,32636,0.0,-4000.0,0,1
agriculture__nile_delta__r0c2,agriculture,nile_delta,Nile Delta,30.8,31.0,30.764565305883355,31.04251875051399,30-45,32636,4000.0,-4000.0,0,2
agriculture__nile_delta__r1c0,agriculture,nile_delta,Nile Delta,30.8,31.0,30.799348267874887,30.958213546374623,30-45,32636,-4000.0,0.0,1,0
agriculture__nile_delta__r1c1,agriculture,nile_delta,Nile Delta,30.8,31.0,30.799999999999994,31.0,30-45,32636,0.0,0.0,1,1
agriculture__nile_delta__r1c2,agriculture,nile_delta,Nile Delta,30.8,31.0,30.800638273245827,31.04178780082707,30-45,32636,4000.0,0.0,1,2
agriculture__nile_delta__r2c0,agriculture,nile_delta,Nile Delta,30.8,31.0,30.835419180952112,30.957450077044548,30-45,32636,-4000.0,4000.0,2,0
agriculture__nile_delta__r2c1,agriculture,nile_delta,Nile Delta,30.8,31.0,30.836071841472993,30.999252129880908,30-45,32636,0.0,4000.0,2,1
agriculture__nile_delta__r2c2,agriculture,nile_delta,Nile Delta,30.8,31.0,30.836711023954354,31.041055532013978,30-45,32636,4000.0,4000.0,2,2
agriculture__ukraine__r0c0,agriculture,ukraine,Central Ukraine,49.0,31.0,48.96307988174321,30.946825298431406,45-60,32636,-4000.0,-4000.0,0,0
agriculture__ukraine__r0c1,agriculture,ukraine,Central Ukraine,49.0,31.0,48.96403935228539,31.001438992156054,45-60,32636,0.0,-4000.0,0,1
agriculture__ukraine__r0c2,agriculture,ukraine,Central Ukraine,49.0,31.0,48.964972980160155,31.056055538437917,45-60,32636,4000.0,-4000.0,0,2
agriculture__ukraine__r1c0,agriculture,ukraine,Central Ukraine,49.0,31.0,48.99903932061803,30.945347050167964,45-60,32636,-4000.0,0.0,1,0
agriculture__ukraine__r1c1,agriculture,ukraine,Central Ukraine,49.0,31.0,48.99999999999999,31.0,45-60,32636,0.0,0.0,1,1
agriculture__ukraine__r1c2,agriculture,ukraine,Central Ukraine,49.0,31.0,49.00093480419986,31.054655809675374,45-60,32636,4000.0,0.0,1,2
agriculture__ukraine__r2c0,agriculture,ukraine,Central Ukraine,49.0,31.0,49.034998500941064,30.943865864183454,45-60,32636,-4000.0,4000.0,2,0
agriculture__ukraine__r2c1,agriculture,ukraine,Central Ukraine,49.0,31.0,49.03596039089362,30.998558147996302,45-60,32636,0.0,4000.0,2,1
agriculture__ukraine__r2c2,agriculture,ukraine,Central Ukraine,49.0,31.0,49.036896373102984,31.053253298964414,45-60,32636,4000.0,4000.0,2,2
agriculture__po_valley__r0c0,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,44.96443021657764,9.948661611790412,45-60,32632,-4000.0,-4000.0,0,0
agriculture__po_valley__r0c1,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,44.96399766755218,9.999374277733768,45-60,32632,0.0,-4000.0,0,1
agriculture__po_valley__r0c2,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,44.96354260375915,10.050085768378684,45-60,32632,4000.0,-4000.0,0,2
agriculture__po_valley__r1c0,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,45.00043308930792,9.949255594072975,45-60,32632,-4000.0,0.0,1,0
agriculture__po_valley__r1c1,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,45.0,10.0,45-60,32632,0.0,0.0,1,1
agriculture__po_valley__r1c2,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,44.99954436781082,10.050743227930447,45-60,32632,4000.0,0.0,1,2
agriculture__po_valley__r2c0,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,45.03643572792597,9.949850694621672,45-60,32632,-4000.0,4000.0,2,0
agriculture__po_valley__r2c1,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,45.03600209766428,10.000626900264272,45-60,32632,0.0,4000.0,2,1
agriculture__po_valley__r2c2,agriculture,po_valley,"Po Valley, Italy",45.0,10.0,45.03554589637275,10.051401925203386,45-60,32632,4000.0,4000.0,2,2
agriculture__western_australia__r0c0,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.536083047998233,116.95786272830834,30-45,32750,-4000.0,-4000.0,0,0
agriculture__western_australia__r0c1,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.53608998913279,117.0,30-45,32750,0.0,-4000.0,0,1
agriculture__western_australia__r0c2,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.536083047998233,117.04213727169166,30-45,32750,4000.0,-4000.0,0,2
agriculture__western_australia__r1c0,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.499993068617112,116.95787892220514,30-45,32750,-4000.0,0.0,1,0
agriculture__western_australia__r1c1,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.5,117.0,30-45,32750,0.0,0.0,1,1
agriculture__western_australia__r1c2,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.499993068617112,117.04212107779485,30-45,32750,4000.0,0.0,1,2
agriculture__western_australia__r2c0,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.463902885463376,116.95789508704188,30-45,32750,-4000.0,4000.0,2,0
agriculture__western_australia__r2c1,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.463909807101928,117.0,30-45,32750,0.0,4000.0,2,1
