scene,psf_config,assumed_fwhm_m,npt,snr,noise_std,lam,rmse_vs_no_psf,noise_model,realization,seed,n_cells,rmse_clean,noise_penalty,noise_penalty_lam0,rmse_noisy_lam0,regularization_noise_gain,regularization_noise_gain_pct
urban,matched,12.5,22,100.0,0.0013009534832244293,1.0,0.0993984434790889,correlated,8,2342,169675,0.09939127549633432,7.167982754574531e-06,1.6376771415360647e-05,0.06833066511342116,9.208788660786116e-06,0.013476802319281644
urban,matched,12.5,22,100.0,0.0013009534832244293,0.0,0.06832907650449524,correlated,9,2343,169675,0.0683142883420058,1.478816248944026e-05,1.478816248944026e-05,0.06832907650449524,0.0,0.0
urban,matched,12.5,22,100.0,0.0013009534832244293,0.001,0.06841009971675663,correlated,9,2343,169675,0.0683953330813333,1.4766635423324459e-05,1.478816248944026e-05,0.06832907650449524,2.1527066115800686e-08,3.150498618898275e-05
urban,matched,12.5,22,100.0,0.0013009534832244293,0.01,0.06927906159453874,correlated,9,2343,169675,0.06926453552915494,1.4526065383796416e-05,1.478816248944026e-05,0.06832907650449524,2.620971056438437e-07,0.00038358063514381147
urban,matched,12.5,22,100.0,0.0013009534832244293,0.1,0.07774964429959043,correlated,9,2343,169675,0.07773709273896316,1.2551560627266367e-05,1.478816248944026e-05,0.06832907650449524,2.2366018621738926e-06,0.003273279805013537
urban,matched,12.5,22,100.0,0.0013009534832244293,1.0,0.09940029749895617,correlated,9,2343,169675,0.09939127549633432,9.022002621844605e-06,1.478816248944026e-05,0.06832907650449524,5.766159867595655e-06,0.008438808429111887
urban,matched,12.5,22,50.0,0.0026019069664488586,0.0,0.06874222137664474,white,0,3234,169675,0.0683142883420058,0.00042793303463893595,0.00042793303463893595,0.06874222137664474,0.0,0.0
urban,matched,12.5,22,50.0,0.0026019069664488586,0.001,0.06880647146730147,white,0,3234,169675,0.0683953330813333,0.00041113838596816554,0.00042793303463893595,0.06874222137664474,1.6794648670770407e-05,0.02443134413528919
urban,matched,12.5,22,50.0,0.0026019069664488586,0.01,0.06957044537235618,white,0,3234,169675,0.06926453552915494,0.00030590984320123804,0.00042793303463893595,0.06874222137664474,0.00012202319143769791,0.17750836239219273
urban,matched,12.5,22,50.0,0.0026019069664488586,0.1,0.0778266372036748,white,0,3234,169675,0.07773709273896316,8.954446471164113e-05,0.00042793303463893595,0.06874222137664474,0.0003383885699272948,0.492257252021627
urban,matched,12.5,22,50.0,0.0026019069664488586,1.0,0.09940569537706727,white,0,3234,169675,0.09939127549633432,1.4419880732946533e-05,0.00042793303463893595,0.06874222137664474,0.0004135131539059894,0.6015417390140975
urban,matched,12.5,22,50.0,0.0026019069664488586,0.0,0.06874906497056825,white,1,3235,169675,0.0683142883420058,0.0004347766285624499,0.0004347766285624499,0.06874906497056825,0.0,0.0
urban,matched,12.5,22,50.0,0.0026019069664488586,0.001,0.06881438119995428,white,1,3235,169675,0.0683953330813333,0.00041904811862097935,0.0004347766285624499,0.06874906497056825,1.572850994147057e-05,0.02287814379468871
urban,matched,12.5,22,50.0,0.0026019069664488586,0.01,0.0695848287946962,white,1,3235,169675,0.06926453552915494,0.0003202932655412549,0.0004347766285624499,0.06874906497056825,0.000114483363021195,0.16652352009471807
