scene,psf_config,assumed_fwhm_m,snr,noise_std,lam,noise_model,rmse_vs_no_psf,rmse_std,noise_penalty,noise_penalty_std,regularization_noise_gain,regularization_noise_gain_std,regularization_noise_gain_pct,regularization_noise_gain_pct_std,n_realizations,n_cells
agriculture,matched,12.5,inf,0.0,0.01,none,0.015634734400359358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169654
agriculture,matched,12.5,inf,0.0,0.1,none,0.017187901344145013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169654
agriculture,matched,12.5,inf,0.0,1.0,none,0.02213264399555447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,169654
agriculture,minus50,6.25,5.0,0.026345751984639027,0.0,correlated,0.0347371514630719,4.6451260469129256e-05,0.012310208946205664,4.6451260469126336e-05,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,0.0,white,0.03574203753686621,0.0002880763373683584,0.013315095019999968,0.0002880763373683604,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,0.001,correlated,0.034701010973971214,4.0049673621055646e-05,0.012292614507733385,4.0049673621055965e-05,1.7594438472277873e-05,3.1323002952258926e-05,0.05059317121049965,0.09007059948917691,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,0.001,white,0.03552500885520526,0.00012409682614424817,0.013116612388967431,0.00012409682614424687,0.00019848263103253717,0.00018575391366811443,0.5517798904948444,0.5123276627529745,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,0.01,correlated,0.03469296987996011,3.878267922477324e-05,0.012273805196859108,3.878267922477445e-05,3.640374934655646e-05,4.5763970440625904e-05,0.10469564108829037,0.13146956567305854,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,0.01,white,0.035408864787784065,5.439966380472145e-05,0.01298970010468307,5.4399663804721184e-05,0.0003253949153168963,0.0002809153227256289,0.9048943124769618,0.7727416358355141,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,0.1,correlated,0.03473044309964509,3.9454428348410695e-05,0.012198066521567122,3.9454428348411054e-05,0.0001121424246385408,4.686116963099696e-05,0.3227278049978187,0.1344363206198512,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,0.1,white,0.035080730115986884,5.521038151360845e-05,0.012548353537908919,5.521038151360929e-05,0.000766741482091049,0.000287146415596818,2.139656541543494,0.7802577278643256,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,1.0,correlated,0.03492741189659243,4.1463500321089753e-05,0.011843404849741834,4.146350032108824e-05,0.00046680409646382843,4.821239704127837e-05,1.3437173462845464,0.13750977638767503,10,169103
agriculture,minus50,6.25,5.0,0.026345751984639027,1.0,white,0.03381298410095078,5.622037420242214e-05,0.010728977054100189,5.62203742024214e-05,0.002586117965899778,0.0002890579855781214,7.230216516571508,0.7456098320295458,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,0.0,correlated,0.02606679738819001,2.6824944272420553e-05,0.0036398548713237693,2.6824944272420624e-05,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,0.0,white,0.02634883290871043,7.023701245344131e-05,0.00392189039184419,7.02370124534415e-05,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,0.001,correlated,0.026032957695538695,1.2869908918843505e-05,0.0036245612293008623,1.2869908918843623e-05,1.5293642022907657e-05,2.1484188758522626e-05,0.058603831732776224,0.08230546343900509,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,0.001,white,0.026294054382080267,3.963083243674664e-05,0.00388565791584244,3.963083243674686e-05,3.62324760017501e-05,4.50160099855093e-05,0.13716411944988832,0.1699284257418032,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,0.01,correlated,0.026035743716061856,1.0839048088928902e-05,0.0036165790329608593,1.0839048088928223e-05,2.3275838362910723e-05,2.647505192095087e-05,0.08920692578194786,0.10138983424511167,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,0.01,white,0.026269332200058514,3.0051896670895924e-05,0.0038501675169575174,3.005189667089608e-05,7.172287488667259e-05,6.0237047148390795e-05,0.2717131008538002,0.22697675865297554,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,0.1,correlated,0.026121402773099482,1.1297765902620492e-05,0.003589026195021516,1.1297765902619325e-05,5.0828676302254117e-05,2.6761945190612674e-05,0.1949075825573116,0.10239186231051513,10,169103
