device,cpu,logical_cpu_count,python,torch,platform,healpix_level,patch_size,true_fwhm_m,lambda,max_iter,cached_pool_size,batch_sizes,n_batch_repeats,healpix_resample,accelerator,accelerator_memory_gib,cuda_version
cuda:0,x86_64,128,3.13.13,2.10.0,Linux-6.8.0-136-generic-x86_64-with-glibc2.39,20,256,12.5,0.01,14,360,"[1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048]",1,unknown,NVIDIA L4,22.0362548828125,13.0
