asset_id,category,source,source_identifier,relative_path,kind,required_by,expected_shape,status,bytes,sha256,archive_doi,notes
esri_multipatch_water__lake_geneva__r1c1,primary_input,Esri World Imagery,zoom=17;lat=46.459;lon=6.43,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r1c2,primary_input,Esri World Imagery,zoom=17;lat=46.46015825553086;lon=6.48203956030391,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r2c0,primary_input,Esri World Imagery,zoom=17;lat=46.49377868859477;lon=6.376234707690337,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r2c1,primary_input,Esri World Imagery,zoom=17;lat=46.49496207452051;lon=6.42830524832795,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r2c2,primary_input,Esri World Imagery,zoom=17;lat=46.496121777138406;lon=6.480379035995644,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r0c0,primary_input,Esri World Imagery,zoom=17;lat=42.96360901691799;lon=-87.89854417672127,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r0c1,primary_input,Esri World Imagery,zoom=17;lat=42.96398349270397;lon=-87.84950395424866,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r0c2,primary_input,Esri World Imagery,zoom=17;lat=42.96433696087617;lon=-87.80046281908129,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r1c0,primary_input,Esri World Imagery,zoom=17;lat=42.999625055110535;lon=-87.89906884909321,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r1c1,primary_input,Esri World Imagery,zoom=17;lat=43.0;lon=-87.85,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r1c2,primary_input,Esri World Imagery,zoom=17;lat=43.0003539109648;lon=-87.80093023622433,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r2c0,primary_input,Esri World Imagery,zoom=17;lat=43.035640860642474;lon=-87.89959448891861,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r2c1,primary_input,Esri World Imagery,zoom=17;lat=43.03601627517815;lon=-87.8504969604348,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_michigan__r2c2,primary_input,Esri World Imagery,zoom=17;lat=43.03637062944784;lon=-87.80139851527466,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_michigan__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r0c0,primary_input,Esri World Imagery,zoom=17;lat=39.06280722943713;lon=-120.04464512393872,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r0c1,primary_input,Esri World Imagery,zoom=17;lat=39.06400457318178;lon=-119.99847449002667,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r0c2,primary_input,Esri World Imagery,zoom=17;lat=39.06518366683893;lon=-119.95230112831956,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r1c0,primary_input,Esri World Imagery,zoom=17;lat=39.098801128073546;lon=-120.04619403587961,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r1c1,primary_input,Esri World Imagery,zoom=17;lat=39.1;lon=-119.99999999999999,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r1c2,primary_input,Esri World Imagery,zoom=17;lat=39.10118059859638;lon=-119.95380323097694,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r2c0,primary_input,Esri World Imagery,zoom=17;lat=39.1347947521602;lon=-120.04774572275976,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r2c1,primary_input,Esri World Imagery,zoom=17;lat=39.13599515380014;lon=-120.00152824311934,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_tahoe__r2c2,primary_input,Esri World Imagery,zoom=17;lat=39.13717725884428;lon=-119.95530802497149,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_tahoe__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r0c0,primary_input,Esri World Imagery,zoom=17;lat=41.263305868872024;lon=-112.65684772756683,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r0c1,primary_input,Esri World Imagery,zoom=17;lat=41.26398306005126;lon=-112.6091148171065,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r0c2,primary_input,Esri World Imagery,zoom=17;lat=41.26464046998351;lon=-112.56138030117226,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r1c0,primary_input,Esri World Imagery,zoom=17;lat=41.299321955355346;lon=-112.657759139712,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r1c1,primary_input,Esri World Imagery,zoom=17;lat=41.29999999999999;lon=-112.61,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r1c2,primary_input,Esri World Imagery,zoom=17;lat=41.30065823848409;lon=-112.56223925147232,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r2c0,primary_input,Esri World Imagery,zoom=17;lat=41.33533779917703;lon=-112.65867220829838,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r2c1,primary_input,Esri World Imagery,zoom=17;lat=41.33601669821545;lon=-112.6108867917109,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__great_salt_lake__r2c2,primary_input,Esri World Imagery,zoom=17;lat=41.336675766152744;lon=-112.56309976295579,notebooks/data/multi_patch_latitude/esri_patch_cache/water__great_salt_lake__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r0c0,primary_input,Esri World Imagery,zoom=17;lat=41.962890474981585;lon=48.308271183739436,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r0c1,primary_input,Esri World Imagery,zoom=17;lat=41.964011654720714;lon=48.3564900532219,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r0c2,primary_input,Esri World Imagery,zoom=17;lat=41.96511260556185;lon=48.40471163804328,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r1c0,primary_input,Esri World Imagery,zoom=17;lat=41.99887741249511;lon=48.3067540306194,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r1c1,primary_input,Esri World Imagery,zoom=17;lat=41.99999999999999;lon=48.355,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r1c2,primary_input,Esri World Imagery,zoom=17;lat=42.00110233325514;lon=48.4032486904708,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r2c0,primary_input,Esri World Imagery,zoom=17;lat=42.03486407883251;lon=48.305234107051625,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r2c1,primary_input,Esri World Imagery,zoom=17;lat=42.0359880756714;lon=48.353507225684936,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__caspian_sea__r2c2,primary_input,Esri World Imagery,zoom=17;lat=42.037091792880695;lon=48.4017830711774,notebooks/data/multi_patch_latitude/esri_patch_cache/water__caspian_sea__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r0c0,primary_input,Esri World Imagery,zoom=17;lat=47.56418248428852;lon=9.34655093568043,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r0c1,primary_input,Esri World Imagery,zoom=17;lat=47.56400949476512;lon=9.399725937570112,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r0c2,primary_input,Esri World Imagery,zoom=17;lat=47.56381185407448;lon=9.452900407144588,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r1c0,primary_input,Esri World Imagery,zoom=17;lat=47.600173206419115;lon=9.346788541872023,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r1c1,primary_input,Esri World Imagery,zoom=17;lat=47.599999999999994;lon=9.4,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r1c2,primary_input,Esri World Imagery,zoom=17;lat=47.59980211150753;lon=9.45321092450264,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r2c0,primary_input,Esri World Imagery,zoom=17;lat=47.63616370073636;lon=9.347026610709834,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r2c1,primary_input,Esri World Imagery,zoom=17;lat=47.63599027712578;lon=9.400274596055981,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_constance__r2c2,primary_input,Esri World Imagery,zoom=17;lat=47.63579214049363;lon=9.453522046462153,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_constance__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r0c0,primary_input,Esri World Imagery,zoom=17;lat=53.46256867747913;lon=107.94236810894071,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r0c1,primary_input,Esri World Imagery,zoom=17;lat=53.4640944791155;lon=108.00253422709692,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r0c2,primary_input,Esri World Imagery,zoom=17;lat=53.46559001346179;lon=108.06270579270809,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r1c0,primary_input,Esri World Imagery,zoom=17;lat=53.49847221009595;lon=107.93978320563744,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r1c1,primary_input,Esri World Imagery,zoom=17;lat=53.499999999999986;lon=108.0,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r1c2,primary_input,Esri World Imagery,zoom=17;lat=53.50149748331145;lon=108.0602222575994,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r2c0,primary_input,Esri World Imagery,zoom=17;lat=53.5343754391084;lon=107.93719273032696,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r2c1,primary_input,Esri World Imagery,zoom=17;lat=53.535905220627086;lon=107.99746030965586,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_baikal__r2c2,primary_input,Esri World Imagery,zoom=17;lat=53.53740465618505;lon=108.05773336806578,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_baikal__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_forest__amazon__r0c0,primary_input,Esri World Imagery,zoom=17;lat=-3.0360374009743705;lon=-60.03604610728331,notebooks/data/multi_patch_latitude/esri_patch_cache/forest__amazon__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_forest__amazon__r0c1,primary_input,Esri World Imagery,zoom=17;lat=-3.036138318393608;lon=-60.00009919239565,notebooks/data/multi_patch_latitude/esri_patch_cache/forest__amazon__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_forest__amazon__r0c2,primary_input,Esri World Imagery,zoom=17;lat=-3.0362380381720877;lon=-59.964151084227396,notebooks/data/multi_patch_latitude/esri_patch_cache/forest__amazon__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_forest__amazon__r1c0,primary_input,Esri World Imagery,zoom=17;lat=-2.9999002858958455;lon=-60.03594573079937,notebooks/data/multi_patch_latitude/esri_patch_cache/forest__amazon__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_forest__amazon__r1c1,primary_input,Esri World Imagery,zoom=17;lat=-2.9999999999999996;lon=-59.99999999999999,notebooks/data/multi_patch_latitude/esri_patch_cache/forest__amazon__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_forest__amazon__r1c2,primary_input,Esri World Imagery,zoom=17;lat=-3.0000985307435695;lon=-59.96405307611551,notebooks/data/multi_patch_latitude/esri_patch_cache/forest__amazon__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_forest__amazon__r2c0,primary_input,Esri World Imagery,zoom=17;lat=-2.963763143579563;lon=-60.03584656164271,notebooks/data/multi_patch_latitude/esri_patch_cache/forest__amazon__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
