asset_id,category,source,source_identifier,relative_path,kind,required_by,expected_shape,status,bytes,sha256,archive_doi,notes
esri_multipatch_urban__tokyo__r0c1,primary_input,Esri World Imagery,zoom=17;lat=35.640144198849526;lon=139.65090666203452,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__tokyo__r0c2,primary_input,Esri World Imagery,zoom=17;lat=35.64063088818847;lon=139.69507657344073,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__tokyo__r1c0,primary_input,Esri World Imagery,zoom=17;lat=35.67569645573704;lon=139.6061113186456,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__tokyo__r1c1,primary_input,Esri World Imagery,zoom=17;lat=35.676200000000016;lon=139.6503,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__tokyo__r1c2,primary_input,Esri World Imagery,zoom=17;lat=35.67668733248947;lon=139.69448975980802,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__tokyo__r2c0,primary_input,Esri World Imagery,zoom=17;lat=35.711751366415804;lon=139.60548369642157,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__tokyo__r2c1,primary_input,Esri World Imagery,zoom=17;lat=35.71225557580426;lon=139.6496922595109,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__tokyo__r2c2,primary_input,Esri World Imagery,zoom=17;lat=35.71274355201317;lon=139.69390190298608,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__tokyo__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r0c0,primary_input,Esri World Imagery,zoom=17;lat=45.466536422456436;lon=-73.61946497358554,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r0c1,primary_input,Esri World Imagery,zoom=17;lat=45.46590662060698;lon=-73.56831217339206,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r0c2,primary_input,Esri World Imagery,zoom=17;lat=45.46525391958254;lon=-73.51716109636185,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r1c0,primary_input,Esri World Imagery,zoom=17;lat=45.502530588434226;lon=-73.61858536552852,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r1c1,primary_input,Esri World Imagery,zoom=17;lat=45.501900000000006;lon=-73.5674,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r1c2,primary_input,Esri World Imagery,zoom=17;lat=45.501246483809574;lon=-73.51621636164262,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r2c0,primary_input,Esri World Imagery,zoom=17;lat=45.538524513295016;lon=-73.61770409191038,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r2c1,primary_input,Esri World Imagery,zoom=17;lat=45.537893137281365;lon=-73.56648609943463,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__montreal__r2c2,primary_input,Esri World Imagery,zoom=17;lat=45.53723880489418;lon=-73.51526983815103,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__montreal__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r0c0,primary_input,Esri World Imagery,zoom=17;lat=48.82029996377494;lon=2.2981754547839266,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r0c1,primary_input,Esri World Imagery,zoom=17;lat=48.820618822804924;lon=2.35266382896826,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r0c2,primary_input,Esri World Imagery,zoom=17;lat=48.82091192858306;lon=2.407153121052389,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r1c0,primary_input,Esri World Imagery,zoom=17;lat=48.856280739284;lon=2.2976725913504663,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r1c1,primary_input,Esri World Imagery,zoom=17;lat=48.85660000000001;lon=2.3522,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r1c2,primary_input,Esri World Imagery,zoom=17;lat=48.85689347502571;lon=2.4067283288866896,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r2c0,primary_input,Esri World Imagery,zoom=17;lat=48.892261285227754;lon=2.297168730250136,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r2c1,primary_input,Esri World Imagery,zoom=17;lat=48.892580948202585;lon=2.3517352507932077,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__paris__r2c2,primary_input,Esri World Imagery,zoom=17;lat=48.89287479300247;lon=2.406302693919052,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__paris__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r0c0,primary_input,Esri World Imagery,zoom=17;lat=64.11015571466663;lon=-22.02347605636371,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r0c1,primary_input,Esri World Imagery,zoom=17;lat=64.11070940369189;lon=-21.94138469496526,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r0c2,primary_input,Esri World Imagery,zoom=17;lat=64.11121683199232;lon=-21.859289836082795,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r1c0,primary_input,Esri World Imagery,zoom=17;lat=64.14604543056885;lon=-22.024797296008014,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r1c1,primary_input,Esri World Imagery,zoom=17;lat=64.1466;lon=-21.942600000000002,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r1c2,primary_input,Esri World Imagery,zoom=17;lat=64.14710823517932;lon=-21.86039919199552,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r2c0,primary_input,Esri World Imagery,zoom=17;lat=64.1819349535051;lon=-22.0261223536254,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r2c1,primary_input,Esri World Imagery,zoom=17;lat=64.18249040561801;lon=-21.94381881704467,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_urban__reykjavik__r2c2,primary_input,Esri World Imagery,zoom=17;lat=64.18299944976205;lon=-21.86151175387424,notebooks/data/multi_patch_latitude/esri_patch_cache/urban__reykjavik__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r0c0,primary_input,Esri World Imagery,zoom=17;lat=-1.0361889347151867;lon=32.96404717228493,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r0c1,primary_input,Esri World Imagery,zoom=17;lat=-1.036189140044676;lon=33.0,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r0c2,primary_input,Esri World Imagery,zoom=17;lat=-1.0361889347151867;lon=33.03595282771507,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r1c0,primary_input,Esri World Imagery,zoom=17;lat=-0.9999998018431085;lon=32.96404757313427,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r1c1,primary_input,Esri World Imagery,zoom=17;lat=-0.9999999999999957;lon=33.0,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r1c2,primary_input,Esri World Imagery,zoom=17;lat=-0.9999998018431085;lon=33.03595242686573,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r2c0,primary_input,Esri World Imagery,zoom=17;lat=-0.9638106609604543;lon=32.96404795972799,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r2c1,primary_input,Esri World Imagery,zoom=17;lat=-0.9638108519448894;lon=33.0,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_victoria__r2c2,primary_input,Esri World Imagery,zoom=17;lat=-0.9638106609604543;lon=33.03595204027201,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_victoria__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r0c0,primary_input,Esri World Imagery,zoom=17;lat=-15.83608924910252;lon=-69.43742591070479,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r0c1,primary_input,Esri World Imagery,zoom=17;lat=-15.836161370527593;lon=-69.40007108737676,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r0c2,primary_input,Esri World Imagery,zoom=17;lat=-15.83622705865855;lon=-69.36271608034622,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r1c0,primary_input,Esri World Imagery,zoom=17;lat=-15.799928051608038;lon=-69.43734818636031,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r1c1,primary_input,Esri World Imagery,zoom=17;lat=-15.8;lon=-69.4,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r1c2,primary_input,Esri World Imagery,zoom=17;lat=-15.800065530532443;lon=-69.36265163009068,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r2c0,primary_input,Esri World Imagery,zoom=17;lat=-15.76376673359853;lon=-69.43727066270147,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r2c1,primary_input,Esri World Imagery,zoom=17;lat=-15.76383850901652;lon=-69.39992909617239,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_titicaca__r2c2,primary_input,Esri World Imagery,zoom=17;lat=-15.763903882004312;lon=-69.36258734624727,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_titicaca__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r0c0,primary_input,Esri World Imagery,zoom=17;lat=-38.81566187073572;lon=176.01345833384605,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r0c1,primary_input,Esri World Imagery,zoom=17;lat=-38.81604181387148;lon=176.05952638784726,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r0c2,primary_input,Esri World Imagery,zoom=17;lat=-38.8164035951402;lon=176.10559529033287,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r1c0,primary_input,Esri World Imagery,zoom=17;lat=-38.77962054284687;lon=176.01395513641307,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r1c1,primary_input,Esri World Imagery,zoom=17;lat=-38.78;lon=176.06,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r1c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r1c2,primary_input,Esri World Imagery,zoom=17;lat=-38.78036131851204;lon=176.10604571042035,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r1c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r2c0,primary_input,Esri World Imagery,zoom=17;lat=-38.74357898669962;lon=176.01445105069422,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r2c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r2c1,primary_input,Esri World Imagery,zoom=17;lat=-38.74395795835227;lon=176.06047276531856,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r2c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_taupo__r2c2,primary_input,Esri World Imagery,zoom=17;lat=-38.744318814566775;lon=176.10649532513014,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_taupo__r2c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r0c0,primary_input,Esri World Imagery,zoom=17;lat=46.42185721598893;lon=6.379689345780408,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r0c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r0c1,primary_input,Esri World Imagery,zoom=17;lat=46.423037650688954;lon=6.4316915123654566,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r0c1__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r0c2,primary_input,Esri World Imagery,zoom=17;lat=46.42419446102112;lon=6.483696910550786,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r0c2__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
esri_multipatch_water__lake_geneva__r1c0,primary_input,Esri World Imagery,zoom=17;lat=46.45781809065042;lon=6.377963678998391,notebooks/data/multi_patch_latitude/esri_patch_cache/water__lake_geneva__r1c0__z17_n256_os4_gsd10.zarr,zarr,multi_patch_latitude_validation.ipynb;throughput_scaling_benchmark.ipynb,latent_hr:1024x1024 float32,missing,,,,One of 360 selected patches; retain even when the reference degradation is degenerate.
